step,loss,top1,top5,valid_spans,adapter_grad_abs_sum,llm_grad_abs_sum,gpu_mem_allocated_mb,gpu_mem_reserved_mb,elapsed_sec
28,4.015871047973633,0.4375,0.5026041666666666,384,961.6626006066799,0.0,3848.48974609375,4544.0,1.5049750659964047
29,4.22321891784668,0.40625,0.4713541666666667,384,1272.9124945998192,0.0,3848.48974609375,4544.0,1.5520589200023096
30,4.963028907775879,0.375,0.4322916666666667,384,1234.0530332922935,0.0,3848.48974609375,4544.0,1.5993066219962202
31,5.038229465484619,0.3645833333333333,0.4036458333333333,384,1091.2302420437336,0.0,3848.48974609375,4544.0,1.6464909499918576
32,4.137695789337158,0.4348958333333333,0.484375,384,1240.014473348856,0.0,3848.48974609375,4544.0,1.693399359995965
33,3.605926513671875,0.5026041666666666,0.5286458333333334,384,1564.360200881958,0.0,3848.48974609375,4544.0,1.74007045700273
34,3.761591672897339,0.4479166666666667,0.4817708333333333,384,918.5025873482227,0.0,3848.48974609375,4544.0,1.7871676439972362
35,3.7698001861572266,0.4401041666666667,0.4947916666666667,384,702.5733270198107,0.0,3848.48974609375,4544.0,1.8336513620015467
36,4.336977005004883,0.4088541666666667,0.46875,384,959.521247535944,0.0,3848.48974609375,4544.0,1.880791681993287
37,5.220117568969727,0.37329700272479566,0.4196185286103542,367,1345.7106347382069,0.0,3848.48974609375,4544.0,1.9263100329990266
38,4.953037261962891,0.4010989010989011,0.4423076923076923,364,1210.826183617115,0.0,3848.48974609375,4544.0,1.9716758519934956
39,4.243889808654785,0.3880208333333333,0.4869791666666667,384,1365.9619024395943,0.0,3848.48974609375,4544.0,2.018987796996953
40,4.3361382484436035,0.4348958333333333,0.4895833333333333,384,741.5263480693102,0.0,3848.48974609375,4544.0,2.0660543639969546
41,3.836228132247925,0.4322916666666667,0.5026041666666666,384,1035.0636637359858,0.0,3848.48974609375,4544.0,2.1129204829921946
42,3.415151596069336,0.484375,0.5625,384,1023.965708822012,0.0,3848.48974609375,4544.0,2.1593792049970943
43,3.4898672103881836,0.4713541666666667,0.5208333333333334,384,816.4729769974947,0.0,3848.48974609375,4544.0,2.2056959189940244
44,5.015439033508301,0.35013262599469497,0.3978779840848806,377,1077.0886797606945,0.0,3848.48974609375,4544.0,2.2522835679992568
45,5.895318508148193,0.2695417789757412,0.3557951482479784,371,1564.6218287944794,0.0,3848.48974609375,4544.0,2.298499319003895
46,4.606205463409424,0.3984375,0.453125,384,1021.7252481877804,0.0,3848.48974609375,4544.0,2.345737697003642
47,4.382361888885498,0.37566137566137564,0.4576719576719577,378,1023.0214717388153,0.0,3848.48974609375,4544.0,2.392289052004344
48,4.19272518157959,0.4036458333333333,0.4921875,384,1255.4445255249739,0.0,3848.48974609375,4544.0,2.4392691029934213
49,3.739069938659668,0.4453125,0.4973958333333333,384,1026.176729157567,0.0,3848.48974609375,4544.0,2.486293214999023
50,4.326209545135498,0.4036458333333333,0.453125,384,776.5175414383411,0.0,3848.48974609375,4544.0,2.533493073991849
51,3.3572473526000977,0.47733333333333333,0.56,375,746.5692634731531,0.0,3848.48974609375,4544.0,2.57956753099279
52,3.4624826908111572,0.4509283819628647,0.5358090185676393,377,745.2904666364193,0.0,3848.48974609375,4544.0,2.6256632739969064
53,4.439881801605225,0.3828125,0.4453125,384,885.8265500515699,0.0,3848.48974609375,4544.0,2.672907783999108
54,2.9883549213409424,0.5026041666666666,0.5572916666666666,384,679.7187513113022,0.0,3848.48974609375,4544.0,2.7197516419983003
55,3.147585153579712,0.49206349206349204,0.5502645502645502,378,555.0902150571346,0.0,3848.48974609375,4544.0,2.76599894699757
56,3.9311530590057373,0.4322916666666667,0.5078125,384,718.8841111212969,0.0,3848.48974609375,4544.0,2.812847294990206
57,4.156459808349609,0.38258575197889183,0.46437994722955145,379,712.5355104655027,0.0,3848.48974609375,4544.0,2.859179380000569
58,4.168717384338379,0.41688654353562005,0.5118733509234829,379,835.8043130487204,0.0,3848.48974609375,4544.0,2.9057832969992887
59,4.52992582321167,0.3780821917808219,0.4520547945205479,365,943.6421828269958,0.0,3848.48974609375,4544.0,2.950924254997517
60,4.158794403076172,0.3952254641909814,0.4960212201591512,377,712.1467789262533,0.0,3848.48974609375,4544.0,2.9977369339903817
61,4.2635273933410645,0.3797814207650273,0.4453551912568306,366,773.4810374379158,0.0,3848.48974609375,4544.0,3.0431593999965116
62,4.003306865692139,0.45135135135135135,0.4945945945945946,370,1330.9368596076965,0.0,3848.48974609375,4544.0,3.0882714960025623
63,3.7634613513946533,0.4323607427055703,0.4854111405835544,377,791.5625478774309,0.0,3848.48974609375,4544.0,3.1342762499989476
64,3.540238380432129,0.45272206303724927,0.5358166189111748,349,859.1752242296934,0.0,3848.48974609375,4544.0,3.1780480809975415
65,3.953240394592285,0.4036458333333333,0.4817708333333333,384,711.7662249356508,0.0,3848.48974609375,4544.0,3.225229991992819
66,4.217347145080566,0.3879781420765027,0.5163934426229508,366,980.5862317085266,0.0,3848.48974609375,4544.0,3.271033992001321
67,4.379643440246582,0.38005390835579517,0.4636118598382749,371,1000.4446275234222,0.0,3848.48974609375,4544.0,3.3174523369962117
68,3.7355756759643555,0.4361111111111111,0.5138888888888888,360,739.5204726755619,0.0,3848.48974609375,4544.0,3.3622836650029058
69,3.9754974842071533,0.4114583333333333,0.4973958333333333,384,719.3716927617788,0.0,3848.48974609375,4544.0,3.4091758279973874
70,3.2116611003875732,0.4713541666666667,0.5364583333333334,384,783.4325808137655,0.0,3848.48974609375,4544.0,3.455762187993969
71,3.7753942012786865,0.4339622641509434,0.48247978436657685,371,651.1942009925842,0.0,3848.48974609375,4544.0,3.5017490799946245
72,4.6315131187438965,0.36486486486486486,0.4540540540540541,370,907.1040076315403,0.0,3848.48974609375,4544.0,3.547601169004338
73,4.084240436553955,0.40641711229946526,0.5187165775401069,374,705.760012447834,0.0,3848.48974609375,4544.0,3.5937163019989384
74,3.908102512359619,0.4180327868852459,0.49453551912568305,366,722.0131850838661,0.0,3848.48974609375,4544.0,3.639395666992641
75,3.8107171058654785,0.44562334217506633,0.519893899204244,377,821.7546646893024,0.0,3848.48974609375,4544.0,3.685817285993835
76,4.146683692932129,0.40947075208913647,0.5125348189415042,359,845.6587501168251,0.0,3848.48974609375,4544.0,3.7307544170034816
77,2.8412792682647705,0.5286458333333334,0.59375,384,704.9735585153103,0.0,3848.48974609375,4544.0,3.7772415130020818
78,3.6554901599884033,0.45066666666666666,0.5146666666666667,375,603.3570564091206,0.0,3848.48974609375,4544.0,3.8232954800041625
79,2.7898173332214355,0.5148247978436657,0.601078167115903,371,569.8926872164011,0.0,3848.48974609375,4544.0,3.8685919309937162
80,3.2341651916503906,0.4588859416445623,0.5623342175066313,377,707.6092802733183,0.0,3848.48974609375,4544.0,3.914451090997318
81,2.7664334774017334,0.5,0.5602094240837696,382,519.2535741329193,0.0,3848.48974609375,4544.0,3.960774805993424
82,3.6475865840911865,0.4270833333333333,0.5182291666666666,384,866.7294060885906,0.0,3848.48974609375,4544.0,4.007527524998295
83,3.4499711990356445,0.4562334217506631,0.5490716180371353,377,774.6012910455465,0.0,3848.48974609375,4544.0,4.053829684999073
84,3.671468496322632,0.4340659340659341,0.5412087912087912,364,890.8206900954247,0.0,3848.48974609375,4544.0,4.098874994990183
85,3.751500368118286,0.3723958333333333,0.5182291666666666,384,879.305179387331,0.0,3848.48974609375,4544.0,4.146237294989987
86,3.7670187950134277,0.4037433155080214,0.5187165775401069,374,1169.0209910571575,0.0,3848.48974609375,4544.0,4.192375081998762
87,5.7657246589660645,0.2761394101876676,0.35656836461126007,373,1174.83676764369,0.0,3848.48974609375,4544.0,4.239231350002228
88,3.591670274734497,0.4375,0.53125,384,1055.412282526493,0.0,3848.48974609375,4544.0,4.286797577995458
89,4.210992813110352,0.3541666666666667,0.4661458333333333,384,1056.0800950229168,0.0,3848.48974609375,4544.0,4.333950649990584
90,3.05584979057312,0.4895833333333333,0.5572916666666666,384,920.8629781156778,0.0,3848.48974609375,4544.0,4.380700502995751
91,3.9508578777313232,0.4114583333333333,0.4947916666666667,384,717.7634197026491,0.0,3848.48974609375,4544.0,4.427830382992397
92,4.041306018829346,0.4166666666666667,0.5052083333333334,384,846.1242333650589,0.0,3848.48974609375,4544.0,4.47516831199755
93,2.663057565689087,0.5338541666666666,0.6041666666666666,384,597.0483495295048,0.0,3848.48974609375,4544.0,4.522075346991187
94,4.595025539398193,0.2942708333333333,0.4557291666666667,384,1105.3644217252731,0.0,3848.48974609375,4544.0,4.569553527995595
95,4.82657527923584,0.29971988795518206,0.44537815126050423,357,1169.5521400272846,0.0,3848.48974609375,4544.0,4.614755349000916
96,3.502765655517578,0.42670157068062825,0.5575916230366492,382,755.6421148329973,0.0,3848.48974609375,4544.0,4.661502685994492
97,3.6627731323242188,0.41160949868073876,0.5408970976253298,379,839.026561319828,0.0,3848.48974609375,4544.0,4.707977379992371
98,3.080183982849121,0.48066298342541436,0.580110497237569,362,944.971553504467,0.0,3848.48974609375,4544.0,4.753361702998518
99,3.889007329940796,0.3958333333333333,0.5078125,384,810.6714265793562,0.0,3848.48974609375,4544.0,4.800455762000638
100,3.0556600093841553,0.453125,0.578125,384,826.5371517688036,0.0,3848.48974609375,4544.0,4.847030909004388
101,2.771415948867798,0.4972677595628415,0.6120218579234973,366,882.2436980009079,0.0,3848.48974609375,4544.0,4.892085005994886
102,3.7333362102508545,0.40583554376657827,0.5092838196286472,377,752.6680700182915,0.0,3848.48974609375,4544.0,4.938405380991753
103,3.7009341716766357,0.3681462140992167,0.5535248041775457,383,1007.4171449244022,0.0,3848.48974609375,4544.0,4.985246595999342
104,4.09456729888916,0.3723958333333333,0.4921875,384,896.1295690834522,0.0,3848.48974609375,4544.0,5.032883063002373
105,2.6220407485961914,0.488,0.5973333333333334,375,649.9421309381723,0.0,3848.48974609375,4544.0,5.078509113998734
106,3.6460869312286377,0.4420485175202156,0.522911051212938,371,711.9464848935604,0.0,3848.48974609375,4544.0,5.124626556003932
107,3.4736135005950928,0.421875,0.5234375,384,759.2528084516525,0.0,3848.48974609375,4544.0,5.171704866996151
108,3.9305131435394287,0.3619791666666667,0.5260416666666666,384,892.2411206066608,0.0,3848.48974609375,4544.0,5.219376118999207
109,3.4023754596710205,0.4128686327077748,0.5227882037533512,373,783.8550024330616,0.0,3848.48974609375,4544.0,5.2654115250043105
110,3.8900129795074463,0.4114583333333333,0.4817708333333333,384,680.8808067142963,0.0,3848.48974609375,4544.0,5.312510388990631
111,3.6938564777374268,0.4244791666666667,0.5182291666666666,384,754.5639701187611,0.0,3848.48974609375,4544.0,5.359645859003649
112,4.554104328155518,0.33692722371967654,0.4420485175202156,371,748.6967757046223,0.0,3848.48974609375,4544.0,5.406226424995111
113,2.7680370807647705,0.4921875,0.6015625,384,764.1574847996235,0.0,3848.48974609375,4544.0,5.452696384003502
114,2.7540409564971924,0.5052083333333334,0.5911458333333334,384,703.0211533755064,0.0,3848.48974609375,4544.0,5.499253357003909
115,4.442591190338135,0.3463541666666667,0.4296875,384,800.0607994049788,0.0,3848.48974609375,4544.0,5.547459815003094
116,3.1684463024139404,0.4505208333333333,0.5520833333333334,384,555.1792944520712,0.0,3848.48974609375,4544.0,5.594410459991195
117,3.3777897357940674,0.4401041666666667,0.5052083333333334,384,634.6525450795889,0.0,3848.48974609375,4544.0,5.6414940469985595
118,2.6447207927703857,0.5130890052356021,0.6099476439790575,382,572.4646576344967,0.0,3848.48974609375,4544.0,5.68829612499394
119,2.9962878227233887,0.464,0.5813333333333334,375,608.2462501376867,0.0,3848.48974609375,4544.0,5.733908655995037
120,4.132416248321533,0.37994722955145116,0.49604221635883905,379,838.6861728131771,0.0,3848.48974609375,4544.0,5.780956841990701
121,3.208916187286377,0.4713896457765668,0.553133514986376,367,570.2690813541412,0.0,3848.48974609375,4544.0,5.826563353999518
122,3.3164219856262207,0.4474393530997305,0.5417789757412399,371,775.4289947450161,0.0,3848.48974609375,4544.0,5.872318366004038
123,2.5352017879486084,0.5282485875706214,0.6129943502824858,354,591.0268302112818,0.0,3848.48974609375,4544.0,5.916282025995315
124,3.2286901473999023,0.4583333333333333,0.5520833333333334,384,584.4238141030073,0.0,3848.48974609375,4544.0,5.963457934994949
125,3.3799774646759033,0.4339622641509434,0.5094339622641509,371,633.0657867491245,0.0,3848.48974609375,4544.0,6.009600848003174
126,3.4130847454071045,0.421875,0.5286458333333334,384,630.3372131288052,0.0,3848.48974609375,4544.0,6.056758474995149
127,3.1880505084991455,0.4509283819628647,0.5464190981432361,377,570.919478148222,0.0,3848.48974609375,4544.0,6.103195756004425
128,3.341606855392456,0.453125,0.5286458333333334,384,575.104000672698,0.0,3848.48974609375,4544.0,6.150516594992951
129,3.5311336517333984,0.4348958333333333,0.515625,384,592.3667269945145,0.0,3848.48974609375,4544.0,6.1971751719975146
130,3.2156503200531006,0.4666666666666667,0.5333333333333333,375,607.8817405700684,0.0,3848.48974609375,4544.0,6.243079084990313
131,3.321251630783081,0.44385026737967914,0.5213903743315508,374,642.4349499940872,0.0,3848.48974609375,4544.0,6.28951444599079
132,3.82749342918396,0.41192411924119243,0.5284552845528455,369,768.4911346435547,0.0,3848.48974609375,4544.0,6.335475845000474
133,2.8145227432250977,0.48055555555555557,0.6222222222222222,360,690.206031024456,0.0,3848.48974609375,4544.0,6.380455539998366
134,2.716128349304199,0.5208333333333334,0.59375,384,611.5281400233507,0.0,3848.48974609375,4544.0,6.426940260993433
135,3.80224609375,0.41621621621621624,0.5405405405405406,370,770.2580422312021,0.0,3848.48974609375,4544.0,6.472932022996247
136,3.1809399127960205,0.4505208333333333,0.5729166666666666,384,636.5518124401569,0.0,3848.48974609375,4544.0,6.519947384993429
137,3.437570571899414,0.4244791666666667,0.5104166666666666,384,649.2920277416706,0.0,3848.48974609375,4544.0,6.5670317909971345
138,3.3588478565216064,0.4401041666666667,0.5390625,384,680.9030094146729,0.0,3848.48974609375,4544.0,6.614275136002107
139,3.0219199657440186,0.4726775956284153,0.5737704918032787,366,601.6828249692917,0.0,3848.48974609375,4544.0,6.660002970995265
140,3.812223196029663,0.3896457765667575,0.5149863760217984,367,804.3037250936031,0.0,3848.48974609375,4544.0,6.706175952000194
141,3.8252322673797607,0.42587601078167114,0.48247978436657685,371,665.7530176788568,0.0,3848.48974609375,4544.0,6.752249557001051
142,3.0110561847686768,0.4479166666666667,0.5911458333333334,384,663.3017625510693,0.0,3848.48974609375,4544.0,6.799005239998223
143,3.8942508697509766,0.3932291666666667,0.4921875,384,689.6750159263611,0.0,3848.48974609375,4544.0,6.846111833991017
144,3.626612901687622,0.41847826086956524,0.5244565217391305,368,720.432849675417,0.0,3848.48974609375,4544.0,6.891314291002345
145,3.054459810256958,0.4973958333333333,0.5572916666666666,384,607.8103136867285,0.0,3848.48974609375,4544.0,6.9378283330006525
146,4.186671257019043,0.34770114942528735,0.4425287356321839,348,877.8349010646343,0.0,3848.48974609375,4544.0,6.982035665991134
147,3.2433533668518066,0.4501347708894879,0.5525606469002695,371,836.8303478658199,0.0,3848.48974609375,4544.0,7.027895755993086
148,3.550461530685425,0.40633245382585753,0.5092348284960422,379,668.2522725015879,0.0,3848.48974609375,4544.0,7.074508207995677
149,3.5790882110595703,0.4348958333333333,0.5442708333333334,384,734.9150803685188,0.0,3848.48974609375,4544.0,7.121695715002716
150,3.8811161518096924,0.3541666666666667,0.5026041666666666,384,682.896680995822,0.0,3848.48974609375,4544.0,7.1688641240034485
151,4.173635005950928,0.3671875,0.5078125,384,864.1440390944481,0.0,3848.48974609375,4544.0,7.215576882997993
152,3.463930130004883,0.4270833333333333,0.5494791666666666,384,818.5715154409409,0.0,3848.48974609375,4544.0,7.26242044600076
153,2.757185935974121,0.46321525885558584,0.6049046321525886,367,825.9362891316414,0.0,3848.48974609375,4544.0,7.3075004589918535
154,3.4538192749023438,0.4376657824933687,0.5623342175066313,377,699.7786817252636,0.0,3848.48974609375,4544.0,7.353934967992245
155,2.8863441944122314,0.4716981132075472,0.5876010781671159,371,713.517468303442,0.0,3848.48974609375,4544.0,7.399495153003954
156,3.1989810466766357,0.4609375,0.5546875,384,656.5884711146355,0.0,3848.48974609375,4544.0,7.446586489997571
157,3.263329029083252,0.4366576819407008,0.5795148247978437,371,644.9592636078596,0.0,3848.48974609375,4544.0,7.4927285150042735
158,3.03715443611145,0.4582210242587601,0.601078167115903,371,716.8713803887367,0.0,3848.48974609375,4544.0,7.538574011996388
159,3.1913321018218994,0.4293193717277487,0.5706806282722513,382,659.2511492222548,0.0,3848.48974609375,4544.0,7.5854686700040475
160,3.904656171798706,0.3881401617250674,0.5121293800539084,371,765.8011170625687,0.0,3848.48974609375,4544.0,7.631412306000129
161,2.8915021419525146,0.46153846153846156,0.5782493368700266,377,765.3635921925306,0.0,3848.48974609375,4544.0,7.677563072997145
162,3.13657808303833,0.46380697050938335,0.5442359249329759,373,711.0124164074659,0.0,3848.48974609375,4544.0,7.723594344992307
163,4.111299991607666,0.3770491803278688,0.46994535519125685,366,844.0810531973839,0.0,3848.48974609375,4544.0,7.7693599199992605
164,3.2566754817962646,0.4891891891891892,0.5783783783783784,370,661.8021974414587,0.0,3848.48974609375,4544.0,7.81523332100187
165,2.73187518119812,0.5080213903743316,0.5855614973262032,374,569.5890648961067,0.0,3848.48974609375,4544.0,7.861075376000372
166,3.251688241958618,0.4476439790575916,0.5445026178010471,382,695.1606239378452,0.0,3848.48974609375,4544.0,7.907940773002338
167,3.5911617279052734,0.4088541666666667,0.5442708333333334,384,595.2187280356884,0.0,3848.48974609375,4544.0,7.954910473999917
168,3.0272252559661865,0.4716981132075472,0.5768194070080862,371,618.2751303166151,0.0,3848.48974609375,4544.0,8.000863802997628
169,3.198032855987549,0.4604904632152589,0.5967302452316077,367,628.476629793644,0.0,3848.48974609375,4544.0,8.04632370499894
170,3.3177778720855713,0.4453125,0.5520833333333334,384,611.3031296283007,0.0,3848.48974609375,4544.0,8.09354135299509
171,3.151461601257324,0.4594594594594595,0.5486486486486486,370,786.0273728370667,0.0,3848.48974609375,4544.0,8.139163614992867
172,3.1546413898468018,0.4497354497354497,0.5846560846560847,378,666.5305686891079,0.0,3848.48974609375,4544.0,8.191776526989997
173,2.9401888847351074,0.49056603773584906,0.5983827493261455,371,677.4423527270555,0.0,3848.48974609375,4544.0,8.240748500000336
174,2.6594903469085693,0.4791666666666667,0.6119791666666666,384,648.7331122159958,0.0,3848.48974609375,4544.0,8.29065619299945
175,3.6333529949188232,0.4166666666666667,0.5260416666666666,384,698.1187719702721,0.0,3848.48974609375,4544.0,8.341304938992835
176,2.484673261642456,0.53125,0.6015625,384,470.86041934788227,0.0,3848.48974609375,4544.0,8.390838876992348
177,4.207520484924316,0.3351206434316354,0.5335120643431636,373,1028.207360625267,0.0,3848.48974609375,4544.0,8.440835353001603
178,3.1081860065460205,0.4713541666666667,0.578125,384,629.0988233536482,0.0,3848.48974609375,4544.0,8.491673723998247
179,3.0314266681671143,0.4869791666666667,0.5677083333333334,384,506.81412267684937,0.0,3848.48974609375,4544.0,8.541686526994454
180,3.1680257320404053,0.425,0.6138888888888889,360,662.5009796768427,0.0,3848.48974609375,4544.0,8.590453466997133
181,2.7267284393310547,0.4869791666666667,0.6015625,384,675.2122119516134,0.0,3848.48974609375,4544.0,8.640385962993605
182,3.171107769012451,0.43699731903485256,0.6085790884718498,373,674.0711793452501,0.0,3848.48974609375,4544.0,8.68943329299509
183,2.725847005844116,0.453125,0.5833333333333334,384,646.4976139813662,0.0,3848.48974609375,4544.0,8.739324640991981
184,3.2273833751678467,0.4296875,0.5416666666666666,384,628.9151735752821,0.0,3848.48974609375,4544.0,8.789470121992053
185,3.6754536628723145,0.38726790450928383,0.5437665782493368,377,810.1284775733948,0.0,3848.48974609375,4544.0,8.839367741995375
186,4.0180344581604,0.3854166666666667,0.4921875,384,775.5792501717806,0.0,3848.48974609375,4544.0,8.890285618996131
187,2.3761651515960693,0.5390625,0.6354166666666666,384,562.7522391974926,0.0,3848.48974609375,4544.0,8.940283869000268
188,2.7261908054351807,0.5118733509234829,0.5989445910290238,379,591.7658153772354,0.0,3848.48974609375,4544.0,8.990064003999578
189,2.8588504791259766,0.49142857142857144,0.5714285714285714,350,701.4074019640684,0.0,3848.48974609375,4544.0,9.036727384998812
190,3.1720104217529297,0.4609375,0.5572916666666666,384,568.9253208786249,0.0,3848.48974609375,4544.0,9.087621373997536
191,3.133049488067627,0.444743935309973,0.5983827493261455,371,792.2989906072617,0.0,3848.48974609375,4544.0,9.13651738599583
192,3.396257162094116,0.4192708333333333,0.5494791666666666,384,732.2643250972033,0.0,3848.48974609375,4544.0,9.186808714002836
193,3.485567808151245,0.421875,0.5546875,384,664.1959634870291,0.0,3848.48974609375,4544.0,9.237312582990853
194,2.9545156955718994,0.4635416666666667,0.5885416666666666,384,606.1854835748672,0.0,3848.48974609375,4544.0,9.287695100996643
195,3.2743332386016846,0.4767123287671233,0.547945205479452,365,697.845349997282,0.0,3848.48974609375,4544.0,9.336189826994087
196,2.423992395401001,0.5078125,0.6171875,384,651.1442877948284,0.0,3848.48974609375,4544.0,9.386219929991057
197,3.5788967609405518,0.40509915014164305,0.5609065155807366,353,764.1577686071396,0.0,3848.48974609375,4544.0,9.43443146799109
198,4.090916633605957,0.3984375,0.5052083333333334,384,831.8833483159542,0.0,3848.48974609375,4544.0,9.485406644002069
199,3.2328920364379883,0.4583333333333333,0.5572916666666666,384,611.300951898098,0.0,3848.48974609375,4544.0,9.535857094990206
200,2.741619825363159,0.4895833333333333,0.609375,384,653.4771289974451,0.0,3848.48974609375,4544.0,9.586301991992514
201,3.386218786239624,0.4117647058823529,0.5798319327731093,357,696.4988518506289,0.0,3848.48974609375,4544.0,9.63484056199377
202,3.9594483375549316,0.4162303664921466,0.49476439790575916,382,723.7075924575329,0.0,3848.48974609375,4544.0,9.685284008999588
203,3.8770132064819336,0.4427083333333333,0.5182291666666666,384,671.8700825870037,0.0,3848.48974609375,4544.0,9.73583574499935
204,4.560980796813965,0.337696335078534,0.45287958115183247,382,803.4521741867065,0.0,3848.48974609375,4544.0,9.787129385993467
205,3.3491649627685547,0.4505208333333333,0.5442708333333334,384,640.5604342669249,0.0,3848.48974609375,4544.0,9.837600867991569
206,2.707289457321167,0.5172413793103449,0.610079575596817,377,667.8012713640928,0.0,3848.48974609375,4544.0,9.886995128996205
207,2.8891336917877197,0.5286458333333334,0.5859375,384,587.7287577092648,0.0,3848.48974609375,4544.0,9.93747259999509
208,2.8227131366729736,0.4739583333333333,0.578125,384,578.9227477908134,0.0,3848.48974609375,4544.0,9.987650798997493
209,3.2364370822906494,0.4501347708894879,0.5444743935309974,371,613.7213105261326,0.0,3848.48974609375,4544.0,10.037272037996445
210,3.1695687770843506,0.45118733509234826,0.575197889182058,379,685.7173911184072,0.0,3848.48974609375,4544.0,10.086816604001797
211,2.8185315132141113,0.48533333333333334,0.576,375,478.00914311408997,0.0,3848.48974609375,4544.0,10.136042591999285
212,3.4295895099639893,0.4378531073446328,0.5338983050847458,354,720.8004940748215,0.0,3848.48974609375,4544.0,10.183716468993225
213,3.7903354167938232,0.4427083333333333,0.5416666666666666,384,767.7030755281448,0.0,3848.48974609375,4544.0,10.234640823997324
214,3.7151753902435303,0.42048517520215634,0.522911051212938,371,669.5973352044821,0.0,3848.48974609375,4544.0,10.284271213997272
215,3.440464496612549,0.45930232558139533,0.5697674418604651,344,768.211013674736,0.0,3848.48974609375,4544.0,10.3310478170024
216,3.233187198638916,0.43526170798898073,0.5619834710743802,363,678.5186507701874,0.0,3848.48974609375,4544.0,10.37947064799664
217,3.540273904800415,0.3958333333333333,0.5078125,384,688.2309666126966,0.0,3848.48974609375,4544.0,10.429811252994114
218,2.9654123783111572,0.4739583333333333,0.5729166666666666,384,838.8585102558136,0.0,3848.48974609375,4544.0,10.480111632990884
219,3.236523389816284,0.4583333333333333,0.5286458333333334,384,683.7753041088581,0.0,3848.48974609375,4544.0,10.530828171002213
220,2.9042599201202393,0.4739583333333333,0.578125,384,667.0266860425472,0.0,3848.48974609375,4544.0,10.581116094996105
221,3.420513153076172,0.4311377245508982,0.5479041916167665,334,761.7621013969183,0.0,3848.48974609375,4544.0,10.627115834999131
