step,loss,fixed_span_mse,fixed_span_cosine,pooled_loss,adapter_grad_abs_sum,llm_grad_abs_sum,gpu_mem_allocated_mb,gpu_mem_reserved_mb,elapsed_sec
1,0.9654157161712646,0.33155593276023865,0.9982858300209045,1.068062424659729,574.4638226926327,0.0,1053.13134765625,1530.0,0.35548658898915164
2,0.8628492951393127,0.3335469365119934,0.935782253742218,0.871448278427124,610.1940366178751,0.0,1071.80126953125,1536.0,0.380704857991077
3,0.6523126363754272,0.24142996966838837,0.9161415100097656,0.6385370492935181,417.76207247003913,0.0,1071.80126953125,1536.0,0.40459169799578376
4,0.5554894208908081,0.2016434669494629,0.9067925810813904,0.5263334512710571,400.666534692049,0.0,1071.80126953125,1536.0,0.42812729299475905
5,0.49329495429992676,0.17192064225673676,0.8954869508743286,0.46365126967430115,323.6468860488385,0.0,1071.80126953125,1536.0,0.4518998669955181
6,0.42837053537368774,0.15093815326690674,0.8785187602043152,0.37916100025177,306.7256668396294,0.0,1071.82958984375,1536.0,0.4749731170013547
7,0.388353168964386,0.13308772444725037,0.8639049530029297,0.3377498686313629,281.27181408554316,0.0,1071.82958984375,1536.0,0.4985469529929105
8,0.3675248622894287,0.1175011694431305,0.8546218276023865,0.32912302017211914,256.6508428584784,0.0,1071.82958984375,1536.0,0.5219410080026137
9,0.3576870560646057,0.10397043824195862,0.8558914065361023,0.3362549841403961,246.2530069798231,0.0,1071.82958984375,1536.0,0.5456429409969132
10,0.327686071395874,0.08842993527650833,0.8432484865188599,0.30986255407333374,244.58005241211504,0.0,1071.82958984375,1536.0,0.568837219994748
11,0.35240304470062256,0.07577923685312271,0.8713165521621704,0.378984272480011,242.44138440862298,0.0,1071.82958984375,1536.0,0.5924397279886762
12,0.3036172389984131,0.06356213986873627,0.8470795154571533,0.31069430708885193,230.9149251356721,0.0,1071.82958984375,1536.0,0.6159544029942481
13,0.27596837282180786,0.05366573482751846,0.8431063890457153,0.275983989238739,244.97689866274595,0.0,1071.82958984375,1536.0,0.6397001979930792
14,0.2871828079223633,0.04680321365594864,0.8461270332336426,0.31153374910354614,216.69398613460362,0.0,1071.82958984375,1536.0,0.663254371000221
15,0.26760897040367126,0.04191393032670021,0.838276207447052,0.28373482823371887,246.14891033247113,0.0,1071.82958984375,1536.0,0.6870552229956957
16,0.26852601766586304,0.03878745436668396,0.832666277885437,0.2929438650608063,213.17104606609792,0.0,1071.82958984375,1536.0,0.7105134640005417
17,0.26269763708114624,0.0360981784760952,0.8343247175216675,0.28633394837379456,215.39625564729795,0.0,1071.82958984375,1536.0,0.7340019580005901
18,0.2642764747142792,0.03357881307601929,0.8302890658378601,0.2953375279903412,203.58101517427713,0.0,1071.82958984375,1536.0,0.7575867179984925
19,0.25112834572792053,0.0312640517950058,0.830414354801178,0.27364569902420044,229.04796452075243,0.0,1071.82958984375,1536.0,0.781298636997235
20,0.2574681043624878,0.0286273006349802,0.839449405670166,0.2897917628288269,203.37605165876448,0.0,1071.82958984375,1536.0,0.8048543299955782
21,0.2369704246520996,0.026042157784104347,0.8263739347457886,0.25658175349235535,222.80248051928356,0.0,1071.82958984375,1536.0,0.828375632991083
22,0.2363775074481964,0.024380316957831383,0.8301904797554016,0.25795626640319824,200.68640662916005,0.0,1071.82958984375,1536.0,0.8517987679952057
23,0.23364299535751343,0.02354014478623867,0.8373816609382629,0.2527293562889099,210.40605150535703,0.0,1071.82958984375,1536.0,0.8755162799934624
24,0.23733222484588623,0.02237968146800995,0.8365285396575928,0.262599378824234,205.38078536791727,0.0,1071.82958984375,1536.0,0.8991672190022655
25,0.23087695240974426,0.02188454382121563,0.8311561346054077,0.251753568649292,192.6819183002226,0.0,1071.82958984375,1536.0,0.9227639869932318
26,0.24841611087322235,0.021167214959859848,0.8363502621650696,0.2872277498245239,204.46053764550015,0.0,1071.82958984375,1536.0,0.9462901239894563
27,0.23581081628799438,0.020543204620480537,0.8299958109855652,0.2645360827445984,169.80609365925193,0.0,1071.82958984375,1536.0,0.9695021619991167
28,0.21298043429851532,0.0194581039249897,0.8140355348587036,0.2242375612258911,251.8660205360502,0.0,1071.82958984375,1536.0,0.992837152996799
29,0.20821347832679749,0.01876681111752987,0.8130779266357422,0.21627774834632874,199.55522535648197,0.0,1071.82958984375,1536.0,1.0166114259918686
30,0.19888806343078613,0.01946812868118286,0.8081470131874084,0.19721046090126038,193.86802272778004,0.0,1071.82958984375,1536.0,1.0402922189969104
31,0.20847681164741516,0.019348621368408203,0.8194710612297058,0.21436214447021484,191.61389821767807,0.0,1071.82958984375,1536.0,1.0640073179965839
32,0.23662768304347992,0.019600309431552887,0.8282929062843323,0.26839616894721985,201.3668554238975,0.0,1071.82958984375,1536.0,1.0873031349910889
33,0.21731999516487122,0.019308339804410934,0.8085487484931946,0.23431356251239777,211.06911889649928,0.0,1071.82958984375,1536.0,1.110602985994774
34,0.2179841697216034,0.018725423142313957,0.8171571493148804,0.23508605360984802,169.72835073573515,0.0,1071.82958984375,1536.0,1.134089100989513
35,0.210117369890213,0.018284492194652557,0.8084881901741028,0.22196811437606812,156.95013830112293,0.0,1071.82958984375,1536.0,1.1576576090010349
36,0.1874389946460724,0.01764439418911934,0.802721381187439,0.1790449172258377,184.31332763563842,0.0,1071.82958984375,1536.0,1.181203813990578
37,0.19752106070518494,0.01748577505350113,0.8084732890129089,0.1983758956193924,168.06368633825332,0.0,1071.82958984375,1536.0,1.2048861520015635
38,0.20960040390491486,0.017109544947743416,0.8206465840339661,0.22085240483283997,182.1456995420158,0.0,1071.82958984375,1536.0,1.2285236269963207
39,0.22343572974205017,0.015981309115886688,0.8276837468147278,0.24937207996845245,204.65854695625603,0.0,1071.82958984375,1536.0,1.2521522659953916
40,0.21814033389091492,0.014562854543328285,0.8190360069274902,0.24334774911403656,176.70949387690052,0.0,1071.82958984375,1536.0,1.2757403579889797
41,0.20284733176231384,0.013470904901623726,0.8126806616783142,0.21621672809123993,211.74331709742546,0.0,1071.82958984375,1536.0,1.2994954169989796
42,0.19485855102539062,0.01345687173306942,0.8047040700912476,0.20186255872249603,186.35636416450143,0.0,1071.82958984375,1536.0,1.323229307992733
43,0.20481574535369873,0.014290627092123032,0.8154599666595459,0.2179582566022873,182.6201484967023,0.0,1071.82958984375,1536.0,1.3470679539896082
44,0.21385103464126587,0.013779780827462673,0.8212846517562866,0.23588556051254272,198.48856692947447,0.0,1071.82958984375,1536.0,1.3706523579894565
45,0.19958820939064026,0.013484667986631393,0.8214917778968811,0.2079087197780609,170.85907953884453,0.0,1071.82958984375,1536.0,1.3942473089991836
46,0.19290894269943237,0.013044614344835281,0.8115082383155823,0.19742698967456818,230.23913703113794,0.0,1071.82958984375,1536.0,1.4178451969928574
47,0.21166452765464783,0.013177996501326561,0.8294686079025269,0.2310793250799179,178.3915797919035,0.0,1071.82958984375,1536.0,1.441582847997779
48,0.19548937678337097,0.012018471024930477,0.814369797706604,0.20406785607337952,182.06533960532397,0.0,1071.82958984375,1536.0,1.4649476659978973
49,0.19993311166763306,0.012663946487009525,0.820898711681366,0.2103586047887802,167.07352299895138,0.0,1071.82958984375,1536.0,1.4884374069952173
50,0.21771204471588135,0.013580325059592724,0.8378851413726807,0.24068640172481537,204.58670233003795,0.0,1071.82958984375,1536.0,1.5119221409986494
51,0.19201982021331787,0.011855138465762138,0.8220072984695435,0.19592788815498352,262.3479059562087,0.0,1071.82958984375,1536.0,1.5352955679991283
52,0.19219249486923218,0.012569709680974483,0.8158359527587891,0.196078360080719,177.9143997458741,0.0,1071.82958984375,1536.0,1.558887514998787
53,0.2186003029346466,0.012942054308950901,0.8340213894844055,0.24451220035552979,241.4591580759734,0.0,1071.82958984375,1536.0,1.5822299669962376
54,0.20056912302970886,0.012691610492765903,0.8275587558746338,0.21024328470230103,167.7104416768998,0.0,1071.82958984375,1536.0,1.6057430139917415
55,0.19889208674430847,0.011319308541715145,0.8129465579986572,0.21255625784397125,328.001347001642,0.0,1071.82958984375,1536.0,1.6292968449997716
56,0.19171203672885895,0.014220708049833775,0.8232633471488953,0.19032998383045197,180.0114859510213,0.0,1071.82958984375,1536.0,1.6529664659901755
57,0.17706243693828583,0.013368803076446056,0.8023374676704407,0.1669197827577591,196.6739580212161,0.0,1071.82958984375,1536.0,1.6762348170013865
58,0.1950015127658844,0.014787702821195126,0.8301824331283569,0.19439111649990082,230.20874456316233,0.0,1071.82958984375,1536.0,1.6999043159885332
59,0.17638905346393585,0.01316826231777668,0.8049631118774414,0.16544896364212036,168.55073870159686,0.0,1071.82958984375,1536.0,1.7236342539981706
60,0.1850244104862213,0.014230036176741123,0.8162326216697693,0.17834222316741943,205.56848610565066,0.0,1071.82958984375,1536.0,1.7471592639922164
61,0.17562898993492126,0.011807610280811787,0.7989215850830078,0.16785843670368195,281.35773891210556,0.0,1071.82958984375,1536.0,1.770864348000032
62,0.17024338245391846,0.014339764602482319,0.8015655875205994,0.1514941304922104,187.80259699746966,0.0,1071.82958984375,1536.0,1.7944005469908006
63,0.17684867978096008,0.014985455200076103,0.8097900152206421,0.16176843643188477,239.59728723019361,0.0,1071.82958984375,1536.0,1.8180659869976807
64,0.18691135942935944,0.015360266901552677,0.8159303665161133,0.179916113615036,221.25777523592114,0.0,1071.82958984375,1536.0,1.8411878519982565
65,0.18647989630699158,0.01511104591190815,0.8150071501731873,0.17973627150058746,255.4422557875514,0.0,1071.82958984375,1536.0,1.8646978579927236
66,0.17546039819717407,0.01451084204018116,0.8109631538391113,0.1597065031528473,270.92278695851564,0.0,1071.82958984375,1536.0,1.8882334949885262
67,0.18119603395462036,0.014577901922166348,0.8215780854225159,0.16892065107822418,212.87319489382207,0.0,1071.82958984375,1536.0,1.9119681320007658
68,0.1786063015460968,0.01660330407321453,0.8132207989692688,0.16136184334754944,222.25608664005995,0.0,1071.82958984375,1536.0,1.9354573739983607
69,0.17806223034858704,0.01631978712975979,0.8162264227867126,0.160239577293396,178.23421284742653,0.0,1071.82958984375,1536.0,1.9589786489959806
70,0.1731145679950714,0.014151197858154774,0.8175504207611084,0.15441665053367615,219.8252792712301,0.0,1071.82958984375,1536.0,1.9823600469972007
71,0.17478880286216736,0.016172224655747414,0.819144070148468,0.1534043401479721,183.7012713328004,0.0,1071.82958984375,1536.0,2.0060404679970816
72,0.17929477989673615,0.014954970218241215,0.8139888644218445,0.16588184237480164,197.25186067074537,0.0,1071.82958984375,1536.0,2.0294644819950918
73,0.16574327647686005,0.013866983354091644,0.8013322353363037,0.1434861421585083,182.93226793035865,0.0,1071.82958984375,1536.0,2.053192688996205
74,0.16797426342964172,0.013375249691307545,0.8106632232666016,0.14706537127494812,151.50912879500538,0.0,1071.82958984375,1536.0,2.0765376939962152
75,0.16364248096942902,0.013245799578726292,0.8070988655090332,0.13937358558177948,182.3348771026358,0.0,1071.82958984375,1536.0,2.100003036990529
76,0.16582676768302917,0.012990117073059082,0.8086655139923096,0.14394019544124603,183.9026588127017,0.0,1071.82958984375,1536.0,2.1235035749996314
77,0.15764348208904266,0.013396279886364937,0.7973886728286743,0.1290166676044464,180.46933394670486,0.0,1071.82958984375,1536.0,2.147116317995824
78,0.1598520427942276,0.01050917711108923,0.803341269493103,0.138017475605011,218.86263788491488,0.0,1071.82958984375,1536.0,2.1707224549900275
79,0.1743519902229309,0.013189214281737804,0.816390872001648,0.15904736518859863,232.82871045917273,0.0,1071.82958984375,1536.0,2.19411266699899
80,0.151972234249115,0.011538906954228878,0.7950630784034729,0.1218540370464325,156.82331706024706,0.0,1071.82958984375,1536.0,2.217779225000413
81,0.16954836249351501,0.013581528328359127,0.8233506679534912,0.1472635418176651,171.44175673928112,0.0,1071.82958984375,1536.0,2.2415845969953807
82,0.16460508108139038,0.013235734775662422,0.8126469850540161,0.14020931720733643,159.69938846863806,0.0,1071.82958984375,1536.0,2.2654044889932266
83,0.1647610366344452,0.015090424567461014,0.8101131916046143,0.13731856644153595,167.15543631277978,0.0,1071.82958984375,1536.0,2.2891524079896044
84,0.16013863682746887,0.010613448917865753,0.8115057349205017,0.13674920797348022,182.91195369884372,0.0,1071.82958984375,1536.0,2.3128921079915017
85,0.16166672110557556,0.012063011527061462,0.8121254444122314,0.13678234815597534,168.0387760642916,0.0,1071.82958984375,1536.0,2.336510711000301
86,0.16015353798866272,0.010985131375491619,0.8140115737915039,0.13553451001644135,167.49948586896062,0.0,1071.82958984375,1536.0,2.360199135990115
87,0.158876433968544,0.011443445459008217,0.8095746040344238,0.1329510509967804,166.93192544952035,0.0,1071.82958984375,1536.0,2.383707211993169
88,0.15574592351913452,0.0120109086856246,0.8042554259300232,0.12661893665790558,173.7262626849115,0.0,1071.82958984375,1536.0,2.407258284991258
89,0.1484716385602951,0.010589644312858582,0.7955194711685181,0.11666008830070496,142.4096605796367,0.0,1071.82958984375,1536.0,2.430733143002726
90,0.16254526376724243,0.011878087185323238,0.8115484714508057,0.13902467489242554,154.40261612832546,0.0,1071.82958984375,1536.0,2.454413432991714
91,0.1513800024986267,0.008943423628807068,0.7950971126556396,0.12585371732711792,184.3593541868031,0.0,1071.82958984375,1536.0,2.4780703129945323
92,0.15642273426055908,0.010450598783791065,0.8121828436851501,0.12950767576694489,174.5427398532629,0.0,1071.82958984375,1536.0,2.5015408170002047
93,0.1527777761220932,0.010128213092684746,0.8087315559387207,0.12355281412601471,156.06325259245932,0.0,1071.82958984375,1536.0,2.52520947100129
94,0.15077197551727295,0.010173278860747814,0.8061082363128662,0.1199757531285286,141.84708050638437,0.0,1071.82958984375,1536.0,2.5486688599921763
95,0.16037043929100037,0.010622920468449593,0.8175565600395203,0.13598372042179108,204.07845829427242,0.0,1071.82958984375,1536.0,2.571964217990171
96,0.1534399390220642,0.01007787510752678,0.8095826506614685,0.12480759620666504,184.43196196109056,0.0,1071.82958984375,1536.0,2.5953613509918796
97,0.14688296616077423,0.0100521519780159,0.8050647377967834,0.11264867335557938,181.22868161089718,0.0,1071.82958984375,1536.0,2.618668805997004
98,0.15336525440216064,0.00987417995929718,0.8075723648071289,0.12546765804290771,172.22315732389688,0.0,1071.82958984375,1536.0,2.6420997679961147
99,0.16266170144081116,0.011492818593978882,0.8205395936965942,0.1382298618555069,195.14776599034667,0.0,1071.82958984375,1536.0,2.6655742570001166
100,0.15558457374572754,0.009751349687576294,0.805630087852478,0.1305404156446457,206.68569554947317,0.0,1071.82958984375,1536.0,2.688804845995037
101,0.14778150618076324,0.009316566400229931,0.7983527779579163,0.11725933104753494,155.2762805428356,0.0,1071.82958984375,1536.0,2.7126981210021768
102,0.15491919219493866,0.009822600521147251,0.8032719492912292,0.12953878939151764,196.56286040507257,0.0,1071.82958984375,1536.0,2.7363739559950773
103,0.1625116467475891,0.009823329746723175,0.811485230922699,0.14307956397533417,181.32252152264118,0.0,1071.82958984375,1536.0,2.7599824009957956
104,0.16256174445152283,0.010365246795117855,0.8131812810897827,0.14175672829151154,245.42504737526178,0.0,1071.82958984375,1536.0,2.7835240830027033
105,0.1474960446357727,0.01042150054126978,0.7977646589279175,0.1145961582660675,168.0937554743141,0.0,1071.82958984375,1536.0,2.807249340999988
106,0.15615707635879517,0.01152009330689907,0.8065839409828186,0.12795716524124146,197.9445789679885,0.0,1071.82958984375,1536.0,2.8306882239994593
107,0.14862504601478577,0.010395062156021595,0.795939028263092,0.11727215349674225,167.00189086049795,0.0,1071.82958984375,1536.0,2.854426114994567
108,0.14947856962680817,0.009730180725455284,0.7916783690452576,0.12116110324859619,181.25801431387663,0.0,1071.82958984375,1536.0,2.878084737996687
109,0.16310551762580872,0.013115505687892437,0.8154580593109131,0.13688842952251434,161.22882311791182,0.0,1071.82958984375,1536.0,2.901466604002053
