run,bucket,baseline_loss,run_loss,loss_delta_run_minus_baseline,relative_gain_vs_baseline,clean_retention,count
bb_recon_fixed_l32_then_lm,typo_noise_medium,1.842755225598812,0.662555988994427,-1.180199236604385,0.6404536100126231,1.83530738002224,200
bb_recon_fixed_l32_then_lm,unicode_stress,0.5613888148218393,2.3899597064591944,1.828570891637355,-3.2572271540851143,1.83530738002224,128
prefix_fixed_p64,clean_english,0.30890142926573755,0.5440767985563725,0.23517536929063493,-0.7613282005513851,1.761328200551385,500
prefix_fixed_p64,code,0.3875852378706137,0.7877816540499528,0.4001964161793391,-1.0325378189788934,1.761328200551385,120
prefix_fixed_p64,multilingual_ar,0.380582083016634,5.429801505804062,5.049219422787428,-13.267097028755144,1.761328200551385,80
prefix_fixed_p64,multilingual_hi,0.20375295225530862,3.910577413439751,3.7068244611844423,-18.192739885013687,1.761328200551385,80
prefix_fixed_p64,multilingual_ja,0.5564543843269348,4.421061012148857,3.864606627821922,-6.945055581683299,1.761328200551385,80
prefix_fixed_p64,multilingual_ko,0.37660561315715313,4.93992006778717,4.563314454630017,-12.116958152521745,1.761328200551385,80
prefix_fixed_p64,multilingual_latin,0.41324442997574806,5.395649611949921,4.982405181974173,-12.056799367547612,1.761328200551385,80
prefix_fixed_p64,multilingual_ru,0.3207838121801615,5.842176395654678,5.521392583474516,-17.21219205529468,1.761328200551385,80
prefix_fixed_p64,multilingual_zh,0.6084793820977211,4.9432407259941105,4.334761343896389,-7.123924772853242,1.761328200551385,80
prefix_fixed_p64,tokenizer_stress,0.48062532022595406,1.5118483471373716,1.0312230269114175,-2.1455861427080323,1.761328200551385,120
prefix_fixed_p64,typo_noise_heavy,2.8353178641200065,0.6685670756455511,-2.1667507884744555,0.7642003092118727,1.761328200551385,200
prefix_fixed_p64,typo_noise_light,1.3838238319009541,0.5816541236266494,-0.8021697082743048,0.579676176824016,1.761328200551385,200
prefix_fixed_p64,typo_noise_medium,1.842755225598812,0.6096663131471723,-1.2330889124516395,0.6691550214168794,1.761328200551385,200
prefix_fixed_p64,unicode_stress,0.5613888148218393,0.9630478331819177,0.40165901836007833,-0.7154738529793253,1.761328200551385,128
kv_prefix_p16_l4,clean_english,0.30890142926573755,5.508351154327393,5.199449725061656,-16.832067554432527,17.832067554432527,500
kv_prefix_p16_l4,code,0.3875852378706137,7.1808641195297245,6.793278881659111,-17.527186842773638,17.832067554432527,120
kv_prefix_p16_l4,multilingual_ar,0.380582083016634,11.866869044303893,11.48628696128726,-30.180840018118328,17.832067554432527,80
kv_prefix_p16_l4,multilingual_hi,0.20375295225530862,12.866157615184784,12.662404662929475,-62.14587088320123,17.832067554432527,80
kv_prefix_p16_l4,multilingual_ja,0.5564543843269348,9.594801509380341,9.038347125053406,-16.24274582001152,17.832067554432527,80
kv_prefix_p16_l4,multilingual_ko,0.37660561315715313,9.43264319896698,9.056037585809827,-24.046475329699476,17.832067554432527,80
kv_prefix_p16_l4,multilingual_latin,0.41324442997574806,8.67302030324936,8.259775873273611,-19.987627839916318,17.832067554432527,80
kv_prefix_p16_l4,multilingual_ru,0.3207838121801615,11.659635138511657,11.338851326331495,-35.34733018249458,17.832067554432527,80
kv_prefix_p16_l4,multilingual_zh,0.6084793820977211,8.466458797454834,7.8579794153571125,-12.914126010756318,17.832067554432527,80
kv_prefix_p16_l4,tokenizer_stress,0.48062532022595406,6.882688204447429,6.402062884221475,-13.320278010346405,17.832067554432527,120
kv_prefix_p16_l4,typo_noise_heavy,2.8353178641200065,5.5109671783447265,2.67564931422472,-0.9436858378681846,17.832067554432527,200
kv_prefix_p16_l4,typo_noise_light,1.3838238319009541,5.3859282398223876,4.002104407921434,-2.892062064304642,17.832067554432527,200
kv_prefix_p16_l4,typo_noise_medium,1.842755225598812,5.45773645401001,3.6149812284111977,-1.9617262120293228,17.832067554432527,200
kv_prefix_p16_l4,unicode_stress,0.5613888148218393,8.364138819277287,7.802750004455447,-13.89901223260336,17.832067554432527,128
kv_prefix_p32_l4,clean_english,0.30890142926573755,1.7407344739437103,1.4318330446779728,-4.635242537017253,5.635242537017253,500
kv_prefix_p32_l4,code,0.3875852378706137,2.856013492743174,2.4684282548725607,-6.368736509249064,5.635242537017253,120
kv_prefix_p32_l4,multilingual_ar,0.380582083016634,7.2253618240356445,6.8447797410190105,-17.985028845196183,5.635242537017253,80
kv_prefix_p32_l4,multilingual_hi,0.20375295225530862,5.644332176446914,5.440579224191605,-26.701842422260437,5.635242537017253,80
kv_prefix_p32_l4,multilingual_ja,0.5564543843269348,5.962424522638321,5.405970138311385,-9.715028384312637,5.635242537017253,80
kv_prefix_p32_l4,multilingual_ko,0.37660561315715313,6.337824159860611,5.961218546703458,-15.828809604640469,5.635242537017253,80
kv_prefix_p32_l4,multilingual_latin,0.41324442997574806,5.5292468667030334,5.116002436727285,-12.380088068041296,5.635242537017253,80
kv_prefix_p32_l4,multilingual_ru,0.3207838121801615,6.984335720539093,6.663551908358931,-20.7727187449736,5.635242537017253,80
kv_prefix_p32_l4,multilingual_zh,0.6084793820977211,6.05486051440239,5.446381132304668,-8.950806374947945,5.635242537017253,80
kv_prefix_p32_l4,tokenizer_stress,0.48062532022595406,3.8916573146979014,3.4110319944719474,-7.09707094263851,5.635242537017253,120
kv_prefix_p32_l4,typo_noise_heavy,2.8353178641200065,2.0486820673942567,-0.7866357967257498,0.277441837008951,5.635242537017253,200
kv_prefix_p32_l4,typo_noise_light,1.3838238319009541,1.8654610323905945,0.4816372004896403,-0.3480480602997109,5.635242537017253,200
kv_prefix_p32_l4,typo_noise_medium,1.842755225598812,1.8963503280282021,0.05359510242939014,-0.029084222193413757,5.635242537017253,200
kv_prefix_p32_l4,unicode_stress,0.5613888148218393,4.21597028337419,3.654581468552351,-6.5098936282016195,5.635242537017253,128
kv_prefix_p32_lall,clean_english,0.30890142926573755,0.49845866935979577,0.18955724009405822,-0.6136496051333854,1.6136496051333853,500
kv_prefix_p32_lall,code,0.3875852378706137,1.3461730279028417,0.9585877900322279,-2.4732309086349415,1.6136496051333853,120
kv_prefix_p32_lall,multilingual_ar,0.380582083016634,10.75029684305191,10.369714760035276,-27.246986189788785,1.6136496051333853,80
kv_prefix_p32_lall,multilingual_hi,0.20375295225530862,5.0683850169181826,4.864632064662874,-23.875148854615574,1.6136496051333853,80
kv_prefix_p32_lall,multilingual_ja,0.5564543843269348,11.055538475513458,10.499084091186523,-18.86782526457366,1.6136496051333853,80
kv_prefix_p32_lall,multilingual_ko,0.37660561315715313,10.546202921867371,10.169597308710218,-27.003307846254973,1.6136496051333853,80
kv_prefix_p32_lall,multilingual_latin,0.41324442997574806,9.428616178035735,9.015371748059987,-21.816075654278194,1.6136496051333853,80
kv_prefix_p32_lall,multilingual_ru,0.3207838121801615,8.884475302696227,8.563691490516065,-26.69614601907171,1.6136496051333853,80
kv_prefix_p32_lall,multilingual_zh,0.6084793820977211,11.121718811988831,10.51323942989111,-17.27788934055073,1.6136496051333853,80
kv_prefix_p32_lall,tokenizer_stress,0.48062532022595406,1.5969179809093474,1.1162926606833934,-2.3225839624067164,1.6136496051333853,120
kv_prefix_p32_lall,typo_noise_heavy,2.8353178641200065,0.5986323460889981,-2.2366855180310083,0.7888658786147088,1.6136496051333853,200
kv_prefix_p32_lall,typo_noise_light,1.3838238319009541,0.5167389491887298,-0.8670848827122244,0.6265861757281003,1.6136496051333853,200
kv_prefix_p32_lall,typo_noise_medium,1.842755225598812,0.5298217818071135,-1.3129334437916986,0.7124839075493896,1.6136496051333853,200
kv_prefix_p32_lall,unicode_stress,0.5613888148218393,0.9808715163671877,0.4194827015453484,-0.7472231196456491,1.6136496051333853,128
