step,loss,fixed_span_mse,fixed_span_cosine,pooled_loss,adapter_grad_abs_sum,llm_grad_abs_sum,gpu_mem_allocated_mb,gpu_mem_reserved_mb,elapsed_sec
1,0.9600504636764526,0.33925384283065796,0.9935479760169983,1.0428836345672607,627.5062832608819,0.0,1032.61474609375,1530.0,0.34796984599961434
2,0.8703417778015137,0.3239588439464569,0.959279477596283,0.9009100198745728,649.4071568101645,0.0,1033.56494140625,1532.0,0.3547998669964727
3,0.6850996017456055,0.25374671816825867,0.9213306307792664,0.6784396767616272,525.0719264447689,0.0,1033.57177734375,1532.0,0.36059687299712095
