run,metric,mean,min,max,n
qwen05_kv_p32_all,key_rms_ratio,0.6942026135936704,0.02773180976510048,1.572291374206543,1008
qwen05_kv_p32_all,value_rms_ratio,3.119187586541687,0.7501344680786133,35.11064147949219,1008
qwen05_kv_p32_all,key_mean_cosine,0.021286705615830938,-0.24123622477054596,0.34203484654426575,1008
qwen05_kv_p32_all,value_mean_cosine,-0.03153350448477766,-0.38955992460250854,0.4214232563972473,1008
tinyllama_kv_p32_all,key_rms_ratio,1.6100454107249453,0.9696453809738159,5.88285493850708,924
tinyllama_kv_p32_all,value_rms_ratio,19.260449267052984,2.7953734397888184,200.89593505859375,924
tinyllama_kv_p32_all,key_mean_cosine,0.0710100312327948,-0.2295585572719574,0.34093257784843445,924
tinyllama_kv_p32_all,value_mean_cosine,0.038627732471787246,-0.3297267258167267,0.3736909329891205,924
