run,layer,batch_start,buckets,num_samples,native_seq_len,byte_prefix_len,key_rms_ratio,value_rms_ratio,key_mean_cosine,value_mean_cosine
qwen05_kv_p32_all,15,20,clean_english,4,28,32,1.0179839134216309,2.1148951053619385,-0.008256087079644203,-0.11607207357883453
qwen05_kv_p32_all,16,20,clean_english,4,28,32,0.8158583641052246,1.3750461339950562,-0.033525824546813965,0.003332890337333083
qwen05_kv_p32_all,17,20,clean_english,4,28,32,1.1205679178237915,1.633809208869934,0.21719689667224884,-0.05766759440302849
qwen05_kv_p32_all,18,20,clean_english,4,28,32,1.1528393030166626,2.0818593502044678,-0.05768592283129692,0.013170423917472363
qwen05_kv_p32_all,19,20,clean_english,4,28,32,1.0689374208450317,2.4167258739471436,-0.08479221165180206,-0.057256728410720825
qwen05_kv_p32_all,20,20,clean_english,4,28,32,1.156829595565796,1.1702864170074463,0.1266181617975235,0.35672929883003235
qwen05_kv_p32_all,21,20,clean_english,4,28,32,1.3229731321334839,1.0263543128967285,-0.09314897656440735,0.20660406351089478
qwen05_kv_p32_all,22,20,clean_english,4,28,32,1.5313024520874023,1.581905722618103,0.13239224255084991,0.022602755576372147
qwen05_kv_p32_all,23,20,clean_english,4,28,32,1.2426921129226685,1.7545076608657837,0.16359025239944458,-0.028363414108753204
qwen05_kv_p32_all,0,24,typo_noise_heavy,4,68,32,0.02811993472278118,32.184654235839844,-0.10263877362012863,-0.21810296177864075
qwen05_kv_p32_all,1,24,typo_noise_heavy,4,68,32,0.07155443727970123,5.412017345428467,-0.23961392045021057,-0.03499162197113037
qwen05_kv_p32_all,2,24,typo_noise_heavy,4,68,32,0.1221291720867157,6.056789398193359,0.0594276487827301,0.09216191619634628
qwen05_kv_p32_all,3,24,typo_noise_heavy,4,68,32,0.49495729804039,2.936030864715576,-0.10310225933790207,0.005459920968860388
qwen05_kv_p32_all,4,24,typo_noise_heavy,4,68,32,0.5914818048477173,2.496386766433716,0.03313389793038368,0.15013746917247772
qwen05_kv_p32_all,5,24,typo_noise_heavy,4,68,32,1.0452539920806885,1.8827080726623535,-0.04306906461715698,-0.25029274821281433
qwen05_kv_p32_all,6,24,typo_noise_heavy,4,68,32,1.0771535634994507,3.0904860496520996,0.012544075958430767,-0.24161498248577118
qwen05_kv_p32_all,7,24,typo_noise_heavy,4,68,32,0.8634081482887268,2.0455737113952637,-0.031854789704084396,-0.22927694022655487
qwen05_kv_p32_all,8,24,typo_noise_heavy,4,68,32,0.06047103926539421,3.177070140838623,0.28046005964279175,-0.2590597867965698
qwen05_kv_p32_all,9,24,typo_noise_heavy,4,68,32,0.7122787833213806,1.4766054153442383,-0.02188759483397007,-0.1623392403125763
qwen05_kv_p32_all,10,24,typo_noise_heavy,4,68,32,0.7803342938423157,1.8384618759155273,0.025065848603844643,0.15730038285255432
qwen05_kv_p32_all,11,24,typo_noise_heavy,4,68,32,0.7613436579704285,1.3043339252471924,-0.006585346069186926,-0.1202685683965683
qwen05_kv_p32_all,12,24,typo_noise_heavy,4,68,32,0.8856560587882996,2.2069554328918457,0.03692014142870903,0.03115515224635601
qwen05_kv_p32_all,13,24,typo_noise_heavy,4,68,32,0.8865492939949036,2.050816535949707,-0.07597023993730545,-0.25912728905677795
qwen05_kv_p32_all,14,24,typo_noise_heavy,4,68,32,0.871603786945343,2.059521436691284,-0.011558963917195797,0.03765024244785309
qwen05_kv_p32_all,15,24,typo_noise_heavy,4,68,32,1.0469056367874146,2.0194754600524902,0.09010708332061768,-0.05091913044452667
qwen05_kv_p32_all,16,24,typo_noise_heavy,4,68,32,0.8228570818901062,1.327504277229309,-0.10414005815982819,0.028113193809986115
qwen05_kv_p32_all,17,24,typo_noise_heavy,4,68,32,1.0999078750610352,1.5084348917007446,0.09641236066818237,0.027313794940710068
qwen05_kv_p32_all,18,24,typo_noise_heavy,4,68,32,1.1750059127807617,2.2092769145965576,0.02271568961441517,0.025245780125260353
qwen05_kv_p32_all,19,24,typo_noise_heavy,4,68,32,1.1026885509490967,2.2556071281433105,-0.15942887961864471,0.0905875638127327
