run,bucket,baseline_loss,run_loss,loss_delta_run_minus_baseline,relative_gain_vs_baseline,clean_retention,count
bb_recon_oracle_boundary_l32_then_lm,typo_noise_heavy,2.8353178641200065,0.9766154187312349,-1.8587024453887717,0.6555534633030129,2.1992718068997106,200
bb_recon_oracle_boundary_l32_then_lm,typo_noise_light,1.3838238319009541,0.7947157389298082,-0.589108092971146,0.42571032481922944,2.1992718068997106,200
bb_recon_oracle_boundary_l32_then_lm,typo_noise_medium,1.842755225598812,0.8547295162919909,-0.9880257093068211,0.5361676339763234,2.1992718068997106,200
bb_recon_oracle_boundary_l32_then_lm,unicode_stress,0.5613888148218393,1.703963480424136,1.1425746656022966,-2.0352643932973633,2.1992718068997106,128
bb_recon_heuristic_boundary_l32_then_lm,clean_english,0.30890142926573755,0.6188306442480535,0.3099292149823159,-1.0033272287506776,2.0033272287506776,500
bb_recon_heuristic_boundary_l32_then_lm,code,0.3875852378706137,1.982277684410413,1.5946924465397994,-4.114430300031577,2.0033272287506776,120
bb_recon_heuristic_boundary_l32_then_lm,multilingual_ar,0.380582083016634,4.25084408223629,3.8702619992196556,-10.169322655818506,2.0033272287506776,80
bb_recon_heuristic_boundary_l32_then_lm,multilingual_hi,0.20375295225530862,2.754169112443924,2.5504161601886155,-12.517198558148335,2.0033272287506776,80
bb_recon_heuristic_boundary_l32_then_lm,multilingual_ja,0.5564543843269348,3.766506111621857,3.210051727294922,-5.768759879891455,2.0033272287506776,80
bb_recon_heuristic_boundary_l32_then_lm,multilingual_ko,0.37660561315715313,4.023078069090843,3.64647245593369,-9.682469746971243,2.0033272287506776,80
bb_recon_heuristic_boundary_l32_then_lm,multilingual_latin,0.41324442997574806,4.650059625506401,4.236815195530653,-10.252564555508462,2.0033272287506776,80
bb_recon_heuristic_boundary_l32_then_lm,multilingual_ru,0.3207838121801615,3.823535344004631,3.5027515318244697,-10.919352532219497,2.0033272287506776,80
bb_recon_heuristic_boundary_l32_then_lm,multilingual_zh,0.6084793820977211,4.32651216685772,3.7180327847599988,-6.110367736606213,2.0033272287506776,80
bb_recon_heuristic_boundary_l32_then_lm,tokenizer_stress,0.48062532022595406,2.9037269964814185,2.4231016762554645,-5.041560596758205,2.0033272287506776,120
bb_recon_heuristic_boundary_l32_then_lm,typo_noise_heavy,2.8353178641200065,0.7384586033225059,-2.0968592607975007,0.7395499768588732,2.0033272287506776,200
bb_recon_heuristic_boundary_l32_then_lm,typo_noise_light,1.3838238319009541,0.6623058980889618,-0.7215179338119924,0.5213943546707427,2.0033272287506776,200
