step,loss,fixed_span_mse,fixed_span_cosine,pooled_loss,adapter_grad_abs_sum,llm_grad_abs_sum,gpu_mem_allocated_mb,gpu_mem_reserved_mb,elapsed_sec
50,0.21763339638710022,0.01447799988090992,0.8075669407844543,0.24479742348194122,265.5140902362764,0.0,1049.58203125,1540.0,0.9853028649959015
51,0.22523941099643707,0.015416046604514122,0.8120027780532837,0.2572461664676666,239.09647019626573,0.0,1049.58203125,1540.0,0.9982399009895744
52,0.2115916907787323,0.015946395695209503,0.7940465807914734,0.23248127102851868,239.29609612887725,0.0,1049.58203125,1540.0,1.0112755439913599
53,0.23372337222099304,0.01668352633714676,0.7979081273078918,0.2744980454444885,245.58403202984482,0.0,1049.58203125,1540.0,1.0242642279918073
54,0.21818850934505463,0.017036251723766327,0.8029870986938477,0.24170708656311035,198.6803330006078,0.0,1049.58203125,1540.0,1.037248772001476
55,0.21223685145378113,0.017103061079978943,0.7960348129272461,0.23106062412261963,197.36420515552163,0.0,1049.58203125,1540.0,1.0501510039903224
56,0.19982033967971802,0.016797557473182678,0.7789826989173889,0.21024902164936066,241.43715744186193,0.0,1049.58203125,1540.0,1.0631828929908806
57,0.23464062809944153,0.016401881352066994,0.8168641924858093,0.2731046676635742,225.44352706242353,0.0,1049.58203125,1540.0,1.076187125989236
58,0.19605103135108948,0.01581396907567978,0.7932727932929993,0.20181958377361298,205.86353696510196,0.0,1049.58203125,1540.0,1.089251390993013
59,0.20565740764141083,0.01513291522860527,0.7965604662895203,0.221736878156662,186.01705155498348,0.0,1049.58203125,1540.0,1.1022434460028308
60,0.20366528630256653,0.01400947105139494,0.7918739318847656,0.2209368497133255,217.78866000659764,0.0,1049.58203125,1540.0,1.115171156998258
61,0.21652495861053467,0.012433408759534359,0.8015118837356567,0.2478807121515274,236.90444772690535,0.0,1049.58203125,1540.0,1.1283254909940297
62,0.21937783062458038,0.011240877211093903,0.8080664873123169,0.25466060638427734,265.10966153163463,0.0,1049.58203125,1540.0,1.1412446789909154
63,0.20932337641716003,0.01094811875373125,0.8083189725875854,0.23508669435977936,255.99048173241317,0.0,1049.58203125,1540.0,1.1541407689946936
64,0.20223894715309143,0.01068241149187088,0.7959936261177063,0.22391435503959656,256.3041617749259,0.0,1049.58203125,1540.0,1.1672466839954723
65,0.21342672407627106,0.01022044476121664,0.800616443157196,0.24628926813602448,282.42755383532494,0.0,1049.58203125,1540.0,1.1804638509929646
66,0.2074894905090332,0.010049687698483467,0.8005461096763611,0.23477040231227875,270.3971170242876,0.0,1049.58203125,1540.0,1.193531818993506
67,0.18932580947875977,0.01142912171781063,0.8003506064414978,0.1957232505083084,264.20773462438956,0.0,1049.58203125,1540.0,1.20640077299322
68,0.21144956350326538,0.01104945782572031,0.7915139198303223,0.24249742925167084,280.95602495223284,0.0,1049.58203125,1540.0,1.2193354769988218
69,0.17625096440315247,0.01267810259014368,0.775280237197876,0.17208969593048096,227.04729721695185,0.0,1049.58203125,1540.0,1.2322115290007787
70,0.2172211855649948,0.014047445729374886,0.8084056973457336,0.24466633796691895,275.81258389540017,0.0,1049.58203125,1540.0,1.2451981019985396
71,0.17910435795783997,0.013995818793773651,0.7747441530227661,0.1752682626247406,229.2416440024972,0.0,1049.58203125,1540.0,1.258388993999688
72,0.18282294273376465,0.014153953641653061,0.785495936870575,0.1802387684583664,235.64492355659604,0.0,1049.58203125,1540.0,1.271417140000267
73,0.2045053243637085,0.014621494337916374,0.7966445684432983,0.22043871879577637,266.13431157171726,0.0,1049.58203125,1540.0,1.284490423000534
74,0.19869393110275269,0.013712161220610142,0.7874476909637451,0.2124740183353424,220.06504315976053,0.0,1049.58203125,1540.0,1.2974380399973597
75,0.19645261764526367,0.01317453570663929,0.7844376564025879,0.20966865122318268,235.51323193870485,0.0,1049.58203125,1540.0,1.3103808909945656
76,0.1850648820400238,0.013148477301001549,0.780238687992096,0.1877850443124771,200.6564467791468,0.0,1049.58203125,1540.0,1.323279616990476
77,0.1927257925271988,0.013255264610052109,0.7827469110488892,0.20239168405532837,266.2514623980969,0.0,1049.58203125,1540.0,1.3362026639952092
78,0.17852182686328888,0.012713458389043808,0.7737033367156982,0.17687606811523438,327.8003895059228,0.0,1049.58203125,1540.0,1.3491284609917784
79,0.20002004504203796,0.012550710700452328,0.8008984923362732,0.2147589772939682,273.2146844007075,0.0,1049.58203125,1540.0,1.3620860910014017
80,0.19238686561584473,0.012634309940040112,0.7936325669288635,0.20077860355377197,445.1392410174012,0.0,1049.58203125,1540.0,1.3750873839890119
81,0.21652014553546906,0.012653091922402382,0.804658830165863,0.24680234491825104,375.77871222421527,0.0,1049.58203125,1540.0,1.388031479989877
82,0.18442343175411224,0.013763043098151684,0.7894513607025146,0.1834305077791214,256.6953162495047,0.0,1049.58203125,1540.0,1.4011386819911422
83,0.18998295068740845,0.013251581229269505,0.7778735160827637,0.19788803160190582,400.59710736200213,0.0,1049.58203125,1540.0,1.414117661988712
84,0.19985049962997437,0.015861229971051216,0.8067119717597961,0.20663613080978394,325.32426238805056,0.0,1049.58203125,1540.0,1.427095463994192
85,0.19630500674247742,0.01617523282766342,0.8047072291374207,0.19931809604167938,264.9212813489139,0.0,1049.58203125,1540.0,1.4400337919942103
86,0.19623970985412598,0.01717737689614296,0.7918328642845154,0.19975809752941132,397.840373814106,0.0,1049.58203125,1540.0,1.4529758589924313
87,0.1856967657804489,0.01710672490298748,0.7911369204521179,0.17895269393920898,268.26561726629734,0.0,1049.58203125,1540.0,1.4659897819947219
88,0.17854177951812744,0.015963850542902946,0.779883861541748,0.16917908191680908,271.83410994149745,0.0,1049.58203125,1540.0,1.479013556992868
89,0.17858047783374786,0.0165716540068388,0.7877034544944763,0.16647695004940033,238.01271849870682,0.0,1049.58203125,1540.0,1.4920362839911832
90,0.17775064706802368,0.01786535046994686,0.7826579809188843,0.16323897242546082,285.6961605399847,0.0,1049.58203125,1540.0,1.5049452139937785
91,0.19660091400146484,0.016900090500712395,0.7868216037750244,0.20203731954097748,290.8291633594781,0.0,1049.58203125,1540.0,1.5179573189961957
92,0.18483175337314606,0.01615218073129654,0.7765873074531555,0.18204167485237122,297.6976236142218,0.0,1049.58203125,1540.0,1.5311367239919491
93,0.16357150673866272,0.01547474879771471,0.7650893330574036,0.1431756615638733,235.66353834234178,0.0,1049.58203125,1540.0,1.5441047349886503
94,0.16751226782798767,0.01608331687748432,0.7629294395446777,0.15027202665805817,236.32135896664113,0.0,1049.58203125,1540.0,1.557100117992377
95,0.16503730416297913,0.016066916286945343,0.764303982257843,0.14507997035980225,241.66561891138554,0.0,1049.58203125,1540.0,1.5701100189908175
96,0.16942450404167175,0.014201752841472626,0.7673839330673218,0.15696869790554047,250.74388206005096,0.0,1049.58203125,1540.0,1.5831783629982965
97,0.18223300576210022,0.01467568427324295,0.7804774045944214,0.17901913821697235,294.08950128778815,0.0,1049.58203125,1540.0,1.5962344040017342
98,0.1702633798122406,0.012148505076766014,0.7626097202301025,0.16370777785778046,400.7588648684323,0.0,1049.58203125,1540.0,1.6092926239944063
99,0.17926324903964996,0.016003770753741264,0.7789505124092102,0.17072884738445282,285.68000626191497,0.0,1049.58203125,1540.0,1.6223107029945822
100,0.17988725006580353,0.015855172649025917,0.7777806520462036,0.17250803112983704,292.5895677860826,0.0,1049.58203125,1540.0,1.6353244130004896
101,0.16609573364257812,0.013432787731289864,0.7648740410804749,0.15235106647014618,272.9161358885467,0.0,1049.58203125,1540.0,1.6484424179943744
102,0.16173523664474487,0.012886272743344307,0.7559648156166077,0.1465049535036087,256.4721543220803,0.0,1049.58203125,1540.0,1.661569112999132
103,0.16952815651893616,0.012828236445784569,0.7668262124061584,0.16003461182117462,241.79229163285345,0.0,1049.58203125,1540.0,1.67466997099109
104,0.1865723729133606,0.014413402415812016,0.7836133241653442,0.18759526312351227,329.50309854000807,0.0,1049.58203125,1540.0,1.6876541069941595
105,0.1763559877872467,0.013686270453035831,0.7659868597984314,0.17214204370975494,312.92304353788495,0.0,1049.58203125,1540.0,1.7006708179978887
106,0.16966518759727478,0.011547483503818512,0.7532268166542053,0.1655900627374649,312.12301418185234,0.0,1049.58203125,1540.0,1.713731629002723
107,0.16232512891292572,0.01377025991678238,0.7651233673095703,0.14408506453037262,263.9750220403075,0.0,1049.58203125,1540.0,1.7267019290011376
108,0.1798323392868042,0.015524477697908878,0.775846540927887,0.1734464019536972,343.9567292705178,0.0,1049.58203125,1540.0,1.7396790880011395
109,0.18164387345314026,0.014462358318269253,0.7523603439331055,0.18389096856117249,390.4378668740392,0.0,1049.58203125,1540.0,1.7526459619984962
110,0.17696985602378845,0.016514310613274574,0.7642833590507507,0.16805440187454224,289.6701050363481,0.0,1049.58203125,1540.0,1.7655628819920821
111,0.16012386977672577,0.012972422875463963,0.7559921741485596,0.1431044638156891,230.1878341808915,0.0,1049.58203125,1540.0,1.7786191329942085
112,0.17919594049453735,0.01476969849318266,0.7561381459236145,0.1776248663663864,324.9899704903364,0.0,1049.58203125,1540.0,1.7917633569886675
113,0.1730995774269104,0.015214314684271812,0.763703465461731,0.16302983462810516,274.2277499474585,0.0,1049.58203125,1540.0,1.804922606999753
114,0.17150196433067322,0.013894673436880112,0.7425922751426697,0.16669611632823944,366.1747664138675,0.0,1049.58203125,1540.0,1.8178986470011296
115,0.1750553995370865,0.017035357654094696,0.7591145634651184,0.16421717405319214,226.4441456757486,0.0,1049.58203125,1540.0,1.8309174320020247
116,0.16451051831245422,0.014499105513095856,0.7433194518089294,0.1513589322566986,268.5467111803591,0.0,1049.58203125,1540.0,1.8439631009969162
117,0.1574087142944336,0.0137143200263381,0.7476227283477783,0.13786423206329346,227.48100033402443,0.0,1049.58203125,1540.0,1.8570025289955083
118,0.1680421233177185,0.014296836219727993,0.7681661248207092,0.15385736525058746,239.1968985684216,0.0,1049.58203125,1540.0,1.8699978700024076
119,0.16629356145858765,0.011885249987244606,0.7595359086990356,0.15690945088863373,343.2398695796728,0.0,1049.58203125,1540.0,1.8830572860024404
120,0.15557381510734558,0.012450416572391987,0.7458106279373169,0.13708464801311493,232.99082851037383,0.0,1049.58203125,1540.0,1.8961790280009154
121,0.1667221039533615,0.012838345021009445,0.7617374062538147,0.15542003512382507,291.23687221854925,0.0,1049.58203125,1540.0,1.909263301989995
122,0.17691659927368164,0.012988670729100704,0.7714285850524902,0.17357014119625092,354.876263089478,0.0,1049.58203125,1540.0,1.9222403629973996
123,0.1785411536693573,0.011642806231975555,0.7665048837661743,0.1804957091808319,400.97760348394513,0.0,1049.58203125,1540.0,1.9355918489891337
124,0.17265242338180542,0.012995251454412937,0.7584607005119324,0.16762220859527588,313.5257737338543,0.0,1049.58203125,1540.0,1.9486960109934444
125,0.15913234651088715,0.01323081087321043,0.7566789388656616,0.14046728610992432,232.03473968524486,0.0,1049.58203125,1540.0,1.9616773669986287
126,0.1709255427122116,0.014770804904401302,0.7647402286529541,0.15936142206192017,278.5716794356704,0.0,1049.58203125,1540.0,1.97469973898842
127,0.1698925793170929,0.013984307646751404,0.749585747718811,0.1618993729352951,252.25426602736115,0.0,1049.58203125,1540.0,1.9876473369949963
128,0.17304539680480957,0.013170174323022366,0.7496427297592163,0.16982190310955048,275.9478715043515,0.0,1049.58203125,1540.0,2.00068141099473
129,0.16492968797683716,0.014062546193599701,0.7476781606674194,0.1521986573934555,223.34635318629444,0.0,1049.58203125,1540.0,2.013648676002049
130,0.17084625363349915,0.01435922272503376,0.7589736580848694,0.1611793488264084,233.45782559923828,0.0,1049.58203125,1540.0,2.0267191719904076
131,0.1598222702741623,0.013879976235330105,0.7424435615539551,0.14339587092399597,216.66803460288793,0.0,1049.58203125,1540.0,2.039730440999847
132,0.16664978861808777,0.014915350824594498,0.7534418106079102,0.15278048813343048,229.90290209278464,0.0,1049.58203125,1540.0,2.052754267991986
133,0.16452239453792572,0.015829578042030334,0.7581459879875183,0.14575643837451935,209.16867187153548,0.0,1049.58203125,1540.0,2.0660231770016253
134,0.15479332208633423,0.015059552155435085,0.7394315004348755,0.13158123195171356,236.4929849691689,0.0,1049.58203125,1540.0,2.079346226993948
135,0.14678402245044708,0.013346074149012566,0.7376306056976318,0.11934976279735565,226.3818275714293,0.0,1049.58203125,1540.0,2.0923601819959003
136,0.1712513417005539,0.013325201347470284,0.7592089772224426,0.16401048004627228,299.3703727424145,0.0,1049.58203125,1540.0,2.1054124340007547
137,0.14904510974884033,0.0131683349609375,0.7454350590705872,0.12266652286052704,243.48570673167706,0.0,1049.58203125,1540.0,2.1183894939895254
138,0.17145361006259918,0.011940647847950459,0.760185956954956,0.16698873043060303,297.1544840298593,0.0,1049.58203125,1540.0,2.131444479993661
139,0.14560383558273315,0.011351577937602997,0.7377868294715881,0.12094716727733612,222.51149037480354,0.0,1049.58203125,1540.0,2.1444706239999505
140,0.1671048402786255,0.012095415964722633,0.7548223733901978,0.15905438363552094,268.29616485722363,0.0,1049.58203125,1540.0,2.1573954689956736
141,0.1584150493144989,0.01171104982495308,0.7379476428031921,0.14581845700740814,254.4391486030072,0.0,1049.58203125,1540.0,2.170362799995928
142,0.15749305486679077,0.010982545092701912,0.7421338558197021,0.1445942372083664,272.55420067347586,0.0,1049.58203125,1540.0,2.183458277999307
143,0.16056343913078308,0.012405467219650745,0.7464991211891174,0.14701610803604126,276.9781527966261,0.0,1049.58203125,1540.0,2.1965300500014564
144,0.1521315574645996,0.011291010305285454,0.7346393465995789,0.13475321233272552,245.4608800932765,0.0,1049.58203125,1540.0,2.209726674002013
145,0.1477394700050354,0.011025303043425083,0.7372183203697205,0.12598466873168945,238.4756283275783,0.0,1049.58203125,1540.0,2.222772144988994
146,0.1501699984073639,0.011693921871483326,0.7374051809310913,0.12947110831737518,268.8276932090521,0.0,1049.58203125,1540.0,2.2358358839992434
147,0.15980909764766693,0.013137702830135822,0.7556635737419128,0.14221006631851196,276.22611205652356,0.0,1049.58203125,1540.0,2.248921876991517
148,0.15181037783622742,0.013576609082520008,0.7447715997695923,0.12751320004463196,239.84364674799144,0.0,1049.58203125,1540.0,2.262027965989546
149,0.1554267406463623,0.01272439956665039,0.7377185821533203,0.137860968708992,253.13048057630658,0.0,1049.58203125,1540.0,2.275214661989594
150,0.15288475155830383,0.01266688946634531,0.7326842546463013,0.13389886915683746,225.80225775763392,0.0,1049.58203125,1540.0,2.2883644519897643
151,0.16428396105766296,0.012356542982161045,0.7471879720687866,0.1544172614812851,263.53333704173565,0.0,1049.58203125,1540.0,2.3014499220007565
152,0.1551699936389923,0.01245134137570858,0.7342396378517151,0.13858935236930847,203.91477361507714,0.0,1049.58203125,1540.0,2.3144990479922853
153,0.16131635010242462,0.012488551437854767,0.7382104992866516,0.1500134915113449,264.48742097616196,0.0,1049.58203125,1540.0,2.3275698789948365
154,0.15887635946273804,0.012028965167701244,0.7347018718719482,0.1467544138431549,247.99253029283136,0.0,1049.58203125,1540.0,2.3408379559987225
155,0.16189557313919067,0.013373814523220062,0.7379212975502014,0.14945925772190094,298.7880005016923,0.0,1049.58203125,1540.0,2.353855556997587
156,0.16826918721199036,0.013519974425435066,0.7459787726402283,0.16030265390872955,281.5626402050257,0.0,1049.58203125,1540.0,2.3669111490016803
157,0.16236594319343567,0.014208916574716568,0.7466633319854736,0.1469814032316208,249.45975866541266,0.0,1049.58203125,1540.0,2.379951113995048
158,0.15394926071166992,0.015022401697933674,0.7284016013145447,0.13217337429523468,268.6862926632166,0.0,1049.58203125,1540.0,2.393030388993793
159,0.16112428903579712,0.015351739712059498,0.7436205148696899,0.14282098412513733,271.50264895521104,0.0,1049.58203125,1540.0,2.4059384720021626
160,0.14654399454593658,0.01670430414378643,0.7383750677108765,0.1120043620467186,221.20749836135656,0.0,1049.58203125,1540.0,2.4189772169920616
161,0.15796034038066864,0.014708980917930603,0.7458788752555847,0.1373269408941269,256.41411202959716,0.0,1049.58203125,1540.0,2.431993316000444
162,0.17024579644203186,0.012648168951272964,0.7379926443099976,0.1675967425107956,285.1958249602467,0.0,1049.58203125,1540.0,2.4450408179982333
163,0.1414938122034073,0.01310066506266594,0.7104827165603638,0.11468973010778427,238.7552024051547,0.0,1049.58203125,1540.0,2.457960808998905
164,0.15795685350894928,0.01427447609603405,0.7343276739120483,0.14049921929836273,281.70940701290965,0.0,1049.58203125,1540.0,2.47110929399787
165,0.15869253873825073,0.013928073458373547,0.7328118085861206,0.14296658337116241,254.89817037805915,0.0,1049.58203125,1540.0,2.4843507449986646
166,0.15189369022846222,0.01412943471223116,0.725970983505249,0.1303343027830124,251.70120522007346,0.0,1049.58203125,1540.0,2.497382250992814
167,0.15464365482330322,0.013178950175642967,0.7291295528411865,0.13710351288318634,290.68231485411525,0.0,1049.58203125,1540.0,2.5107021129952045
168,0.1416759490966797,0.0130733298137784,0.7201530933380127,0.11317460238933563,216.86777030676603,0.0,1049.58203125,1540.0,2.5239005719922716
169,0.15230801701545715,0.013613603077828884,0.7355674505233765,0.13027535378932953,257.8569762259722,0.0,1049.58203125,1540.0,2.536855382990325
170,0.1465132236480713,0.012943456880748272,0.7267230749130249,0.1217949315905571,237.32900931686163,0.0,1049.58203125,1540.0,2.549878849997185
171,0.14769247174263,0.01245846413075924,0.726497232913971,0.1251685470342636,271.19108368456364,0.0,1049.58203125,1540.0,2.5629338629951235
172,0.13897573947906494,0.012571420520544052,0.716638445854187,0.10948094725608826,248.41224964801222,0.0,1049.58203125,1540.0,2.5759549209906254
173,0.1401810199022293,0.011812163516879082,0.7188230156898499,0.11297310143709183,260.27575967274606,0.0,1049.58203125,1540.0,2.5889895689906552
174,0.14604872465133667,0.011597961187362671,0.7252184748649597,0.12385784089565277,255.85445119719952,0.0,1049.58203125,1540.0,2.6020169149996946
175,0.14704826474189758,0.011672986671328545,0.727318286895752,0.12528690695762634,244.10432631894946,0.0,1049.58203125,1540.0,2.6151274099975126
176,0.14199596643447876,0.011059817858040333,0.719865620136261,0.11789914965629578,277.14779336191714,0.0,1049.58203125,1540.0,2.6280692519940203
177,0.14378058910369873,0.011710661463439465,0.7275292277336121,0.11863400042057037,255.63884863257408,0.0,1049.58203125,1540.0,2.6410865719954018
178,0.15219253301620483,0.011990876868367195,0.7302929759025574,0.1343446969985962,243.3986696563661,0.0,1049.58203125,1540.0,2.6541248930006986
179,0.1389802098274231,0.011068742722272873,0.7122828960418701,0.11336635798215866,254.397346585989,0.0,1049.58203125,1540.0,2.6671521789976396
180,0.1392364799976349,0.010601358488202095,0.7139401435852051,0.11448220163583755,248.8829895630479,0.0,1049.58203125,1540.0,2.680350479990011
181,0.13981109857559204,0.01123903039842844,0.7219588160514832,0.11275238543748856,275.4635082818568,0.0,1049.58203125,1540.0,2.6934614289930323
182,0.1448732167482376,0.011514467187225819,0.7289215922355652,0.1209331676363945,248.10159182734787,0.0,1049.58203125,1540.0,2.706566141001531
183,0.1376718282699585,0.011110982857644558,0.7156426906585693,0.10999314486980438,274.5936789829284,0.0,1049.58203125,1540.0,2.7195730980020016
184,0.13554838299751282,0.010987658984959126,0.720714271068573,0.10497859120368958,237.82686480134726,0.0,1049.58203125,1540.0,2.7326434979913756
185,0.14518064260482788,0.011912144720554352,0.7230864763259888,0.12191968411207199,300.2893684543669,0.0,1049.58203125,1540.0,2.745609470002819
186,0.13974720239639282,0.011980059556663036,0.7107071876525879,0.11339283734560013,305.697265625,0.0,1049.58203125,1540.0,2.7586593609885313
187,0.1365586817264557,0.011783870868384838,0.7294180989265442,0.10366600751876831,244.76672636065632,0.0,1049.58203125,1540.0,2.771708435990149
188,0.148565411567688,0.010542698204517365,0.7065333127975464,0.1347387582063675,412.1436746045947,0.0,1049.58203125,1540.0,2.784887190995505
189,0.1416204571723938,0.01103499811142683,0.7136396169662476,0.11844300478696823,262.79400600865483,0.0,1049.58203125,1540.0,2.7979674249945674
190,0.14823731780052185,0.012438041158020496,0.7319172620773315,0.12521511316299438,331.4882074855268,0.0,1049.58203125,1540.0,2.811042376997648
191,0.14757537841796875,0.0132558923214674,0.7288210391998291,0.12287475913763046,284.2752110119909,0.0,1049.58203125,1540.0,2.8240991229977226
192,0.14403097331523895,0.01267275121062994,0.7028730511665344,0.12214182317256927,331.7647293806076,0.0,1049.58203125,1540.0,2.8371645899896976
193,0.13683344423770905,0.01332548726350069,0.7150314450263977,0.10400962084531784,242.76386305131018,0.0,1049.58203125,1540.0,2.8501803659892175
194,0.14743095636367798,0.01523152831941843,0.721310555934906,0.12013675272464752,257.3739161659032,0.0,1049.58203125,1540.0,2.863225604989566
195,0.13883623480796814,0.01332174427807331,0.706078827381134,0.10981319844722748,258.01223912090063,0.0,1049.58203125,1540.0,2.876376155996695
