step,loss,adapter_grad_abs_sum,llm_grad_abs_sum,gpu_mem_allocated_mb,gpu_mem_reserved_mb,elapsed_sec
1,6.289885520935059,25601.649214744568,0.0,2453.560546875,2602.0,0.42913426300219726
2,5.96867036819458,19498.24007511139,0.0,2492.5419921875,2896.0,0.4544775060057873
3,5.794506072998047,8683.446240067482,0.0,2515.861328125,3478.0,0.47799140099959914
4,5.532719612121582,6561.071223020554,0.0,2515.861328125,3478.0,0.5001563149999129
5,5.2588701248168945,5936.1039226055145,0.0,2515.861328125,3482.0,0.5224843320029322
6,5.491837501525879,5783.918437123299,0.0,2515.861328125,3482.0,0.5445257410028717
7,5.081278324127197,3348.949622094631,0.0,2515.861328125,3482.0,0.5666268640052294
8,4.970292091369629,3603.4063821434975,0.0,2515.861328125,3482.0,0.5889428970112931
9,5.0084357261657715,4513.239163994789,0.0,2515.861328125,3482.0,0.6110375370044494
10,5.04959774017334,3946.8823058009148,0.0,2516.0,3482.0,0.6329370110033778
11,4.409835338592529,3555.6966441869736,0.0,2516.0,3482.0,0.6549678170122206
12,4.294826507568359,4418.958454370499,0.0,2516.0,3482.0,0.677909432008164
13,4.662126064300537,2638.9212661087513,0.0,2516.0,3482.0,0.7000742720119888
14,4.8600897789001465,2924.948756158352,0.0,2516.0,3482.0,0.7224461630103178
15,4.5375165939331055,4167.675601840019,0.0,2516.0,3482.0,0.7446703530004015
16,4.3396992683410645,2846.605298578739,0.0,2516.0,3482.0,0.7668736850027926
17,4.275009632110596,3022.529265344143,0.0,2516.0,3482.0,0.788950490008574
18,3.966313123703003,10801.894539356232,0.0,2516.0,3482.0,0.8110433630063199
19,3.890070676803589,3334.137924194336,0.0,2516.0,3482.0,0.8330580700130668
20,4.010143756866455,4607.555115222931,0.0,2516.0,3482.0,0.8550943700101925
21,4.273021697998047,2593.1185863018036,0.0,2516.0,3482.0,0.8772149780124892
22,4.009247303009033,2012.8177940249443,0.0,2516.0,3482.0,0.8991714139992837
23,3.692445755004883,3081.4684777259827,0.0,2516.0,3482.0,0.9212260100030107
24,4.072262287139893,2123.6186315715313,0.0,2516.0,3482.0,0.9432421700039413
25,4.226156234741211,1866.9314148426056,0.0,2516.0,3482.0,0.9653969900100492
26,4.014888286590576,1816.5798944532871,0.0,2516.0,3482.0,0.9874398170068162
27,3.8692145347595215,2123.905493557453,0.0,2516.0,3482.0,1.0094188450020738
28,3.6708178520202637,1989.4655269682407,0.0,2516.0,3482.0,1.0314453320024768
29,3.7709250450134277,2464.0222645998,0.0,2516.0,3482.0,1.0534219100081827
30,3.485517978668213,2458.3982396423817,0.0,2516.0,3482.0,1.075491146009881
31,3.441847801208496,1902.2090034782887,0.0,2516.0,3482.0,1.0975404540076852
32,3.5534133911132812,1967.7583999931812,0.0,2516.0,3482.0,1.1195110110129463
33,3.5284030437469482,1974.60090097785,0.0,2516.0,3482.0,1.1415821300033713
34,3.3542585372924805,2939.134750366211,0.0,2516.0,3482.0,1.163937433011597
35,3.236969232559204,3585.6071957349777,0.0,2516.0,3482.0,1.1861069620063063
36,3.3100204467773438,2941.7923370599747,0.0,2516.0,3482.0,1.2081394720007665
37,3.1987762451171875,2810.623075067997,0.0,2516.0,3482.0,1.2301221540110419
38,3.349728584289551,2448.367286860943,0.0,2516.0,3482.0,1.2521654270094587
39,3.137248992919922,2363.3838663995266,0.0,2516.0,3482.0,1.274071248000837
