step,loss,top1,top5,valid_spans,adapter_grad_abs_sum,llm_grad_abs_sum,gpu_mem_allocated_mb,gpu_mem_reserved_mb,elapsed_sec
20,4.706508636474609,0.34210526315789475,0.5614035087719298,342,1398.42027297616,0.0,3848.48974609375,4544.0,1.157808128002216
21,5.1108856201171875,0.32011331444759206,0.5297450424929179,353,1386.3307538628578,0.0,3848.48974609375,4544.0,1.2046553770051105
22,4.635386943817139,0.3611859838274933,0.5795148247978437,371,1179.1174314916134,0.0,3848.48974609375,4544.0,1.2532855229947018
23,5.999411582946777,0.2849002849002849,0.46153846153846156,351,1441.617908924818,0.0,3848.48974609375,4544.0,1.3002677009935724
24,2.9819767475128174,0.5294117647058824,0.7834224598930482,374,2007.806639432907,0.0,3848.48974609375,4544.0,1.348211361997528
25,3.9735782146453857,0.4180327868852459,0.6557377049180327,366,1032.5575467050076,0.0,3848.48974609375,4544.0,1.3960856920020888
26,4.941937446594238,0.38095238095238093,0.5742296918767507,357,1408.122510254383,0.0,3848.48974609375,4544.0,1.4434674560034182
27,3.2220988273620605,0.5161290322580645,0.7565982404692082,341,1154.96679982543,0.0,3848.48974609375,4544.0,1.4890175750042545
28,3.5751397609710693,0.4602739726027397,0.6931506849315069,365,1160.3218966722488,0.0,3848.48974609375,4544.0,1.5368821489973925
29,3.7711544036865234,0.49206349206349204,0.6851851851851852,378,1018.7911210656166,0.0,3848.48974609375,4544.0,1.5857446570007596
30,4.231022357940674,0.45257452574525747,0.6016260162601627,369,1003.4149384796619,0.0,3848.48974609375,4544.0,1.6340736290003406
31,4.612175941467285,0.410958904109589,0.589041095890411,365,1179.8667250871658,0.0,3848.48974609375,4544.0,1.6820347049942939
32,3.4724888801574707,0.5,0.7231182795698925,372,1583.942138850689,0.0,3848.48974609375,4544.0,1.7306455869984347
33,2.6004605293273926,0.5860215053763441,0.803763440860215,372,1444.6306465864182,0.0,3848.48974609375,4544.0,1.7789032330038026
34,3.2326765060424805,0.5227882037533512,0.7238605898123325,373,1040.69686293602,0.0,3848.48974609375,4544.0,1.8274306429957505
35,2.9856204986572266,0.5659340659340659,0.7362637362637363,364,1034.6543136537075,0.0,3848.48974609375,4544.0,1.874946142997942
36,3.852665424346924,0.4891304347826087,0.6385869565217391,368,1373.9045466184616,0.0,3848.48974609375,4544.0,1.9232410730037373
37,4.501279830932617,0.4380664652567976,0.5830815709969789,331,1383.07360714674,0.0,3848.48974609375,4544.0,1.968279976004851
38,4.054919242858887,0.513595166163142,0.6404833836858006,331,1455.0079002976418,0.0,3848.48974609375,4544.0,2.013197781998315
39,3.7903881072998047,0.5225464190981433,0.6445623342175066,377,1295.968267261982,0.0,3848.48974609375,4544.0,2.062243498992757
40,3.565971851348877,0.5663956639566395,0.7100271002710027,369,1243.8338594436646,0.0,3848.48974609375,4544.0,2.110647388995858
41,3.0154030323028564,0.608,0.7546666666666667,375,1232.6870834827423,0.0,3848.48974609375,4544.0,2.1592856899951585
42,2.0982742309570312,0.6831955922865014,0.8429752066115702,363,1191.7915140390396,0.0,3848.48974609375,4544.0,2.206584981002379
43,2.1907565593719482,0.6487935656836461,0.868632707774799,373,1190.818921804428,0.0,3848.48974609375,4544.0,2.254256118001649
44,4.1253180503845215,0.49710982658959535,0.6040462427745664,346,1391.567803233862,0.0,3848.48974609375,4544.0,2.300223657002789
45,5.327352523803711,0.36163522012578614,0.5125786163522013,318,1912.7694681286812,0.0,3848.48974609375,4544.0,2.3441096669994295
46,3.836106061935425,0.5350140056022409,0.6526610644257703,357,1110.7639718651772,0.0,3848.48974609375,4544.0,2.391296753005008
47,3.7252297401428223,0.48158640226628896,0.6685552407932012,353,1680.066793859005,0.0,3848.48974609375,4544.0,2.4379500359937083
48,3.494779586791992,0.5231607629427792,0.6920980926430518,367,1883.5919946432114,0.0,3848.48974609375,4544.0,2.486126403993694
49,2.7810769081115723,0.6042780748663101,0.7700534759358288,374,1623.419923067093,0.0,3848.48974609375,4544.0,2.534445038996637
50,3.583775281906128,0.5345744680851063,0.6675531914893617,376,1117.0758335590363,0.0,3848.48974609375,4544.0,2.58326359000057
51,2.4341931343078613,0.6172106824925816,0.7833827893175074,337,1198.5437695980072,0.0,3848.48974609375,4544.0,2.6284079009928973
52,2.6965324878692627,0.5483870967741935,0.750733137829912,341,1344.607174873352,0.0,3848.48974609375,4544.0,2.6737202779913787
53,3.610828399658203,0.518005540166205,0.6537396121883656,361,1438.4918007850647,0.0,3848.48974609375,4544.0,2.7210081209923374
54,1.9825869798660278,0.7082228116710876,0.8567639257294429,377,978.5629035830498,0.0,3848.48974609375,4544.0,2.7695475490036188
55,2.076258659362793,0.6740947075208914,0.8161559888579387,359,1146.8360346853733,0.0,3848.48974609375,4544.0,2.816364361991873
56,2.948563814163208,0.5860215053763441,0.760752688172043,372,1171.0269388258457,0.0,3848.48974609375,4544.0,2.8643887329963036
57,3.3010001182556152,0.5375375375375375,0.6846846846846847,333,1252.6671755313873,0.0,3848.48974609375,4544.0,2.909203367991722
58,2.7837870121002197,0.6071428571428571,0.7529761904761905,336,1219.0641393959522,0.0,3848.48974609375,4544.0,2.9543902949953917
59,3.8944056034088135,0.5240963855421686,0.6355421686746988,332,1251.9994954764843,0.0,3848.48974609375,4544.0,2.9993048699980136
60,3.415013074874878,0.5294117647058824,0.6750700280112045,357,1108.6332333385944,0.0,3848.48974609375,4544.0,3.046541118004825
61,3.3190436363220215,0.5192878338278932,0.655786350148368,337,1211.3799732923508,0.0,3848.48974609375,4544.0,3.0917363469925476
62,2.3085720539093018,0.6793002915451894,0.8338192419825073,343,1086.7095238864422,0.0,3848.48974609375,4544.0,3.136751344994991
63,2.624241828918457,0.5983379501385041,0.7728531855955678,361,1109.232337385416,0.0,3848.48974609375,4544.0,3.184723343991209
64,2.457289934158325,0.6507462686567164,0.7970149253731343,335,1032.3740083277225,0.0,3848.48974609375,4544.0,3.2302888309932314
65,2.888444662094116,0.5576407506702413,0.7345844504021448,373,1128.875273257494,0.0,3848.48974609375,4544.0,3.2796362730005058
66,3.3890013694763184,0.5088235294117647,0.6941176470588235,340,1219.261400282383,0.0,3848.48974609375,4544.0,3.326477412992972
67,3.843885898590088,0.4735376044568245,0.6406685236768802,359,1285.8776651322842,0.0,3848.48974609375,4544.0,3.3753509170055622
68,2.6095714569091797,0.6446540880503144,0.7610062893081762,318,1221.4949412047863,0.0,3848.48974609375,4544.0,3.4198376779968385
69,2.6573493480682373,0.6178861788617886,0.7696476964769647,369,1255.894426971674,0.0,3848.48974609375,4544.0,3.468959999998333
70,1.7104970216751099,0.706989247311828,0.9005376344086021,372,1195.3129935264587,0.0,3848.48974609375,4544.0,3.517988442996284
71,2.7003531455993652,0.5872093023255814,0.7354651162790697,344,1135.3027167916298,0.0,3848.48974609375,4544.0,3.5651351629931014
72,3.43011212348938,0.47058823529411764,0.6647058823529411,340,1232.2261497974396,0.0,3848.48974609375,4544.0,3.6118114849959966
73,2.722867727279663,0.5623188405797102,0.7536231884057971,345,1140.4197264015675,0.0,3848.48974609375,4544.0,3.658688825002173
74,2.920271158218384,0.5565217391304348,0.7217391304347827,345,1116.4665673673153,0.0,3848.48974609375,4544.0,3.7059773249930004
75,2.663161277770996,0.5877437325905293,0.7576601671309192,359,1146.2077400684357,0.0,3848.48974609375,4544.0,3.754269943005056
76,3.3276398181915283,0.4692556634304207,0.656957928802589,309,1217.5977020561695,0.0,3848.48974609375,4544.0,3.798285558994394
77,1.591548204421997,0.6925133689839572,0.8903743315508021,374,1428.4595901370049,0.0,3848.48974609375,4544.0,3.847346246999223
78,2.630707263946533,0.6085714285714285,0.7857142857142857,350,1098.110293418169,0.0,3848.48974609375,4544.0,3.894766654004343
79,1.457738995552063,0.7404129793510325,0.8938053097345132,339,1076.7856525480747,0.0,3848.48974609375,4544.0,3.9406329759949585
80,1.922948956489563,0.6778711484593838,0.8515406162464986,357,943.4863387346268,0.0,3848.48974609375,4544.0,3.988307025996619
81,1.3805510997772217,0.7365439093484419,0.9008498583569405,353,940.3019811213017,0.0,3848.48974609375,4544.0,4.035463773005176
82,2.072361946105957,0.6582633053221288,0.8067226890756303,357,1103.0236133933067,0.0,3848.48974609375,4544.0,4.08330289600417
83,2.447709798812866,0.6281690140845071,0.8140845070422535,355,1215.7964271903038,0.0,3848.48974609375,4544.0,4.131194154993864
84,2.8932905197143555,0.5075987841945289,0.7598784194528876,329,1426.3472293615341,0.0,3848.48974609375,4544.0,4.176610234993859
85,3.0199925899505615,0.49175824175824173,0.7032967032967034,364,1259.9904294908047,0.0,3848.48974609375,4544.0,4.225488809999661
86,2.5797104835510254,0.5416666666666666,0.7232142857142857,336,1126.035325229168,0.0,3848.48974609375,4544.0,4.271719933996792
87,4.848206520080566,0.3498542274052478,0.4956268221574344,343,1460.349137187004,0.0,3848.48974609375,4544.0,4.31953684000473
88,2.514317274093628,0.5591397849462365,0.782258064516129,372,1360.517952799797,0.0,3848.48974609375,4544.0,4.369521697997698
89,3.103658437728882,0.5095890410958904,0.7013698630136986,365,1362.6928218603134,0.0,3848.48974609375,4544.0,4.418360105992178
90,1.577035903930664,0.7208672086720868,0.8970189701897019,369,1315.7249543070793,0.0,3848.48974609375,4544.0,4.467026202997658
91,2.873828172683716,0.5729442970822282,0.7798408488063661,377,1143.167485922575,0.0,3848.48974609375,4544.0,4.516934489001869
92,3.1510632038116455,0.50997150997151,0.7065527065527065,351,1270.1228309869766,0.0,3848.48974609375,4544.0,4.564955423993524
93,1.4243412017822266,0.72,0.8853333333333333,375,1039.3386178314686,0.0,3848.48974609375,4544.0,4.614407036002376
94,3.6714441776275635,0.42191780821917807,0.6438356164383562,365,1306.023147702217,0.0,3848.48974609375,4544.0,4.663673805000144
95,4.04574728012085,0.4055727554179567,0.6006191950464397,323,1452.9464737176895,0.0,3848.48974609375,4544.0,4.709556307992898
96,2.572547674179077,0.5942857142857143,0.7828571428571428,350,1212.2887634336948,0.0,3848.48974609375,4544.0,4.757060593998176
97,2.3860859870910645,0.5498575498575499,0.792022792022792,351,1231.0239409804344,0.0,3848.48974609375,4544.0,4.804494704003446
98,2.1226603984832764,0.606508875739645,0.8254437869822485,338,1260.3108135163784,0.0,3848.48974609375,4544.0,4.851147023000522
99,2.6849164962768555,0.5994550408719346,0.7683923705722071,367,1183.6673113703728,0.0,3848.48974609375,4544.0,4.900443222999456
100,1.734633207321167,0.6801075268817204,0.8736559139784946,372,949.1980588436127,0.0,3848.48974609375,4544.0,4.949535909996484
101,1.3847825527191162,0.7134831460674157,0.9325842696629213,356,1163.3721506297588,0.0,3848.48974609375,4544.0,4.997332354003447
102,2.1986544132232666,0.6309859154929578,0.8,355,1044.214822590351,0.0,3848.48974609375,4544.0,5.045154021005146
103,2.3087308406829834,0.5818713450292398,0.8011695906432749,342,1175.3647211194038,0.0,3848.48974609375,4544.0,5.092052296997281
104,2.8483901023864746,0.521505376344086,0.728494623655914,372,1122.9338678121567,0.0,3848.48974609375,4544.0,5.1419287210010225
105,1.0880942344665527,0.7325581395348837,0.9418604651162791,344,954.4675380289555,0.0,3848.48974609375,4544.0,5.188257668996812
106,2.3637287616729736,0.6381766381766382,0.7891737891737892,351,1092.881160825491,0.0,3848.48974609375,4544.0,5.235645099994144
107,2.1659770011901855,0.632,0.8,375,1020.1258730590343,0.0,3848.48974609375,4544.0,5.285470440998324
108,2.9399585723876953,0.5360230547550432,0.7175792507204611,347,1139.2803558409214,0.0,3848.48974609375,4544.0,5.333666277991142
109,2.1230974197387695,0.6331360946745562,0.8106508875739645,338,1059.7471941113472,0.0,3848.48974609375,4544.0,5.3798516069946345
110,2.537524938583374,0.5896739130434783,0.7744565217391305,368,1037.0179248452187,0.0,3848.48974609375,4544.0,5.4294826129917055
111,2.5616979598999023,0.6049723756906077,0.7596685082872928,362,1123.2391793429852,0.0,3848.48974609375,4544.0,5.4781435589975445
112,3.5800468921661377,0.4602272727272727,0.6704545454545454,352,1320.1694987416267,0.0,3848.48974609375,4544.0,5.526183478999883
113,1.3317551612854004,0.727027027027027,0.9027027027027027,370,1044.1709869205952,0.0,3848.48974609375,4544.0,5.574847697993391
114,1.4039711952209473,0.7362637362637363,0.9148351648351648,364,1151.6307251155376,0.0,3848.48974609375,4544.0,5.623074692004593
115,3.357604742050171,0.5241935483870968,0.6908602150537635,372,1185.8635392785072,0.0,3848.48974609375,4544.0,5.673072139994474
116,1.868026614189148,0.6586021505376344,0.8333333333333334,372,1072.6222139298916,0.0,3848.48974609375,4544.0,5.722617988998536
117,2.3930270671844482,0.6021505376344086,0.7849462365591398,372,1191.3161338567734,0.0,3848.48974609375,4544.0,5.772230921997107
118,1.2431788444519043,0.7827298050139275,0.9331476323119777,359,988.5542266964912,0.0,3848.48974609375,4544.0,5.820232850994216
119,1.46134614944458,0.7150997150997151,0.8888888888888888,351,879.0331208109856,0.0,3848.48974609375,4544.0,5.8672146259923466
120,2.768385410308838,0.5577464788732395,0.7380281690140845,355,1210.9624934792519,0.0,3848.48974609375,4544.0,5.915784868004266
121,2.3503823280334473,0.6195965417867435,0.8011527377521613,347,1134.9936195909977,0.0,3848.48974609375,4544.0,5.963255363996723
122,1.7843340635299683,0.6737160120845922,0.8308157099697885,331,1030.9511534571648,0.0,3848.48974609375,4544.0,6.009130851001828
123,0.8648104071617126,0.8144654088050315,0.9465408805031447,318,884.3893393874168,0.0,3848.48974609375,4544.0,6.0531544590048725
124,2.339883804321289,0.5983379501385041,0.8060941828254847,361,1191.6191402673721,0.0,3848.48974609375,4544.0,6.101843937998638
125,2.2498481273651123,0.6203966005665722,0.7790368271954674,353,1043.815889596939,0.0,3848.48974609375,4544.0,6.150000011999509
126,2.124959945678711,0.6290322580645161,0.7956989247311828,372,1122.3649877905846,0.0,3848.48974609375,4544.0,6.199681793994387
127,2.1255221366882324,0.6288951841359773,0.8045325779036827,353,989.6646282672882,0.0,3848.48974609375,4544.0,6.247465922002448
128,2.331451177597046,0.6223404255319149,0.8031914893617021,376,987.3066765666008,0.0,3848.48974609375,4544.0,6.297804778005229
129,2.131638526916504,0.6149584487534626,0.7950138504155124,361,1055.3950920701027,0.0,3848.48974609375,4544.0,6.346108997997362
130,1.6448829174041748,0.7072463768115942,0.8695652173913043,345,983.5978049039841,0.0,3848.48974609375,4544.0,6.3928896019933745
131,2.1024773120880127,0.6039325842696629,0.8061797752808989,356,1087.6653780341148,0.0,3848.48974609375,4544.0,6.441104464000091
132,2.704885721206665,0.5470588235294118,0.7647058823529411,340,1237.2770135998726,0.0,3848.48974609375,4544.0,6.48795425100252
133,1.613439917564392,0.6379821958456974,0.8753709198813057,337,1066.2436113655567,0.0,3848.48974609375,4544.0,6.534063329992932
134,1.2638872861862183,0.75,0.9021739130434783,368,945.9350567162037,0.0,3848.48974609375,4544.0,6.58260294199863
135,2.908921957015991,0.5462686567164179,0.7313432835820896,335,1180.6338505148888,0.0,3848.48974609375,4544.0,6.628954318002798
136,2.0732738971710205,0.6259946949602122,0.8275862068965517,377,1035.7171384096146,0.0,3848.48974609375,4544.0,6.678710733001935
137,1.995816946029663,0.6559139784946236,0.7983870967741935,372,920.648490935564,0.0,3848.48974609375,4544.0,6.728078225991339
138,2.2294323444366455,0.6424731182795699,0.8225806451612904,372,1097.7935026288033,0.0,3848.48974609375,4544.0,6.777552771003684
139,1.9191211462020874,0.6676136363636364,0.8181818181818182,352,944.0131484568119,0.0,3848.48974609375,4544.0,6.825314050001907
140,3.150442123413086,0.5213675213675214,0.7236467236467237,351,1152.0910307466984,0.0,3848.48974609375,4544.0,6.873169942002278
141,2.4609274864196777,0.591304347826087,0.7681159420289855,345,1050.0136069655418,0.0,3848.48974609375,4544.0,6.920394133994705
142,1.7501492500305176,0.6434540389972145,0.871866295264624,359,1130.6414886116982,0.0,3848.48974609375,4544.0,6.968502556992462
143,2.3409478664398193,0.55,0.7888888888888889,360,1148.3120372593403,0.0,3848.48974609375,4544.0,7.017165493991342
144,2.687748670578003,0.6074766355140186,0.7632398753894081,321,1155.3978396952152,0.0,3848.48974609375,4544.0,7.061743479993311
145,1.5208978652954102,0.7246376811594203,0.8869565217391304,345,995.2746817469597,0.0,3848.48974609375,4544.0,7.108362461003708
146,2.7986257076263428,0.5089285714285714,0.7053571428571429,336,1132.257155239582,0.0,3848.48974609375,4544.0,7.154923117996077
147,1.7486141920089722,0.6502890173410405,0.861271676300578,346,1186.2392782568932,0.0,3848.48974609375,4544.0,7.201913686003536
148,2.0284368991851807,0.6317280453257791,0.8356940509915014,353,1031.9744935631752,0.0,3848.48974609375,4544.0,7.249852976005059
149,2.463418483734131,0.5525606469002695,0.7870619946091644,371,1290.5274440646172,0.0,3848.48974609375,4544.0,7.2996015969984
150,2.544485330581665,0.5274725274725275,0.75,364,1081.505319237709,0.0,3848.48974609375,4544.0,7.348454788996605
151,3.053969621658325,0.5252225519287834,0.6884272997032641,337,1237.8466901481152,0.0,3848.48974609375,4544.0,7.394999648997327
152,2.308053731918335,0.5994397759103641,0.8011204481792717,357,1134.3395063877106,0.0,3848.48974609375,4544.0,7.4429464069980895
153,1.2844840288162231,0.6954022988505747,0.9109195402298851,348,1133.4136696457863,0.0,3848.48974609375,4544.0,7.489728169995942
154,2.386918306350708,0.5737704918032787,0.8032786885245902,366,1100.1492458283901,0.0,3848.48974609375,4544.0,7.538980879995506
155,1.4613316059112549,0.7297297297297297,0.8888888888888888,333,1098.5247462391853,0.0,3848.48974609375,4544.0,7.585021303995745
156,2.0080580711364746,0.6081081081081081,0.8378378378378378,370,996.3946788609028,0.0,3848.48974609375,4544.0,7.634625391001464
157,2.0322768688201904,0.6112676056338028,0.8140845070422535,355,1032.4920620322227,0.0,3848.48974609375,4544.0,7.682776952002314
158,1.3898786306381226,0.7223880597014926,0.9104477611940298,335,1012.3307444751263,0.0,3848.48974609375,4544.0,7.729118122995715
159,1.8802192211151123,0.6386554621848739,0.8291316526610645,357,947.5774867236614,0.0,3848.48974609375,4544.0,7.777181236000615
160,2.3160078525543213,0.5702005730659025,0.8080229226361032,349,1071.070974767208,0.0,3848.48974609375,4544.0,7.82457568400423
161,1.4291199445724487,0.6752136752136753,0.9031339031339032,351,940.0681336522102,0.0,3848.48974609375,4544.0,7.871896124997875
162,1.8177649974822998,0.6721763085399449,0.8347107438016529,363,1046.7218773663044,0.0,3848.48974609375,4544.0,7.920309840992559
163,3.130533456802368,0.48942598187311176,0.6706948640483383,331,1238.3482115864754,0.0,3848.48974609375,4544.0,7.966508135999902
164,2.2099738121032715,0.5800604229607251,0.8126888217522659,331,1121.6548236608505,0.0,3848.48974609375,4544.0,8.012587470002472
165,1.264985203742981,0.7774647887323943,0.9070422535211268,355,911.7186133861542,0.0,3848.48974609375,4544.0,8.060095559994807
166,2.062896728515625,0.6373937677053825,0.8186968838526912,353,1092.0047234892845,0.0,3848.48974609375,4544.0,8.108039903003373
167,2.4655330181121826,0.5967302452316077,0.771117166212534,367,1021.4734992384911,0.0,3848.48974609375,4544.0,8.157342075995984
168,1.5672322511672974,0.717948717948718,0.886039886039886,351,1009.5179865062237,0.0,3848.48974609375,4544.0,8.205062742999871
169,1.9339250326156616,0.654434250764526,0.8593272171253823,327,997.8863699436188,0.0,3848.48974609375,4544.0,8.250465814999188
170,2.3157401084899902,0.5710455764075067,0.7882037533512064,373,1090.7937940657139,0.0,3848.48974609375,4544.0,8.300412848999258
171,1.845046877861023,0.6636085626911316,0.8409785932721713,327,1030.4575962126255,0.0,3848.48974609375,4544.0,8.345684002997587
172,1.858941674232483,0.6627906976744186,0.8517441860465116,344,1016.5777644813061,0.0,3848.48974609375,4544.0,8.392419490992324
173,1.4514930248260498,0.6927899686520376,0.9059561128526645,319,999.2264122068882,0.0,3848.48974609375,4544.0,8.436788681996404
174,1.0876401662826538,0.7465181058495822,0.9415041782729805,359,946.4301992356777,0.0,3848.48974609375,4544.0,8.484472652999102
175,2.25803279876709,0.6129032258064516,0.7768817204301075,372,1062.0448170304298,0.0,3848.48974609375,4544.0,8.53413558799366
176,0.7595656514167786,0.8497267759562842,0.9644808743169399,366,716.4252870976925,0.0,3848.48974609375,4544.0,8.582226806000108
177,3.334580421447754,0.4361111111111111,0.7,360,1251.5892073512077,0.0,3848.48974609375,4544.0,8.631288602991845
178,1.5643738508224487,0.6508379888268156,0.8519553072625698,358,929.1224284768105,0.0,3848.48974609375,4544.0,8.679791814996861
179,1.5345979928970337,0.7327823691460055,0.8815426997245179,363,922.6938303112984,0.0,3848.48974609375,4544.0,8.728239563002717
180,2.2568345069885254,0.5946745562130178,0.8106508875739645,338,1109.2012316584587,0.0,3848.48974609375,4544.0,8.77505965900491
181,1.4493552446365356,0.7425474254742548,0.8915989159891599,369,869.9664376974106,0.0,3848.48974609375,4544.0,8.823809105000691
182,1.7930729389190674,0.6751592356687898,0.8598726114649682,314,1045.3237462639809,0.0,3848.48974609375,4544.0,8.86783085600473
183,1.2047019004821777,0.7446808510638298,0.925531914893617,376,911.1098926961422,0.0,3848.48974609375,4544.0,8.917071684001712
184,1.7888143062591553,0.6541554959785523,0.8498659517426274,373,923.4003190100193,0.0,3848.48974609375,4544.0,8.966482422998524
185,2.3694467544555664,0.5835694050991501,0.7847025495750708,353,1094.9357386529446,0.0,3848.48974609375,4544.0,9.014664603004348
186,3.0234389305114746,0.5508474576271186,0.7033898305084746,354,1144.5622463524342,0.0,3848.48974609375,4544.0,9.06310343099176
187,0.900692343711853,0.8130081300813008,0.959349593495935,369,845.8182642161846,0.0,3848.48974609375,4544.0,9.1118495289993
188,1.345022439956665,0.7214484679665738,0.9025069637883009,359,889.1915099024773,0.0,3848.48974609375,4544.0,9.160016630004975
189,1.6832376718521118,0.6850152905198776,0.8960244648318043,327,1084.1987318694592,0.0,3848.48974609375,4544.0,9.2048027599958
190,2.062955379486084,0.6061452513966481,0.8100558659217877,358,1048.258172184229,0.0,3848.48974609375,4544.0,9.253302568002255
191,1.6445335149765015,0.639751552795031,0.8913043478260869,322,1133.8721908926964,0.0,3848.48974609375,4544.0,9.297839199993177
192,2.046274185180664,0.6524064171122995,0.8449197860962567,374,978.8975571990013,0.0,3848.48974609375,4544.0,9.34736575599527
193,2.262051582336426,0.6377952755905512,0.7952755905511811,381,988.3821799457073,0.0,3848.48974609375,4544.0,9.397696478001308
194,1.7009541988372803,0.6965699208443272,0.8575197889182058,379,933.1473864018917,0.0,3848.48974609375,4544.0,9.447753959000693
195,2.104119300842285,0.655786350148368,0.8486646884272997,337,974.1882489025593,0.0,3848.48974609375,4544.0,9.493818343995372
196,0.695624053478241,0.8249336870026526,0.9814323607427056,377,816.7496312558651,0.0,3848.48974609375,4544.0,9.542987585999072
197,2.427043914794922,0.5428571428571428,0.7714285714285715,315,1258.726406365633,0.0,3848.48974609375,4544.0,9.587675602000672
198,3.1109743118286133,0.5161290322580645,0.7231182795698925,372,1224.2913784384727,0.0,3848.48974609375,4544.0,9.637807930004783
199,1.930747628211975,0.6703601108033241,0.8365650969529086,361,946.9715152084827,0.0,3848.48974609375,4544.0,9.686004289993434
200,1.6497896909713745,0.7095890410958904,0.8794520547945206,365,1021.1526181399822,0.0,3848.48974609375,4544.0,9.735125961000449
201,2.2908589839935303,0.5710059171597633,0.8017751479289941,338,1149.5029531121254,0.0,3848.48974609375,4544.0,9.7819777889963
202,2.0368425846099854,0.6366120218579235,0.8224043715846995,366,1004.0185551345348,0.0,3848.48974609375,4544.0,9.831029246997787
203,2.451756715774536,0.6098265895953757,0.7976878612716763,346,1115.1162500977516,0.0,3848.48974609375,4544.0,9.878233319002902
204,3.5935099124908447,0.4425770308123249,0.6106442577030813,357,1250.9504010081291,0.0,3848.48974609375,4544.0,9.927383250003913
205,1.9268742799758911,0.6747967479674797,0.8265582655826558,369,946.4484910964966,0.0,3848.48974609375,4544.0,9.97650850599166
206,1.2342636585235596,0.766016713091922,0.924791086350975,359,985.08471763134,0.0,3848.48974609375,4544.0,10.024498369995854
207,1.3065011501312256,0.7493403693931399,0.8944591029023746,379,1011.1672757267952,0.0,3848.48974609375,4544.0,10.074474519002251
208,1.154492735862732,0.7486486486486487,0.9297297297297298,370,906.4178535342216,0.0,3848.48974609375,4544.0,10.123391567001818
209,2.277409315109253,0.6033057851239669,0.8016528925619835,363,1062.9927478134632,0.0,3848.48974609375,4544.0,10.172520421998342
210,1.3402682542800903,0.7767584097859327,0.8899082568807339,327,833.319224357605,0.0,3848.48974609375,4544.0,10.217789995993371
211,1.0539815425872803,0.7793696275071633,0.9312320916905444,349,743.3914215564728,0.0,3848.48974609375,4544.0,10.264746636996279
212,2.588571548461914,0.5692307692307692,0.7723076923076924,325,1193.457226395607,0.0,3848.48974609375,4544.0,10.310358994000126
213,2.5166704654693604,0.5718085106382979,0.773936170212766,376,1172.2907291948795,0.0,3848.48974609375,4544.0,10.3605564259924
214,2.7864720821380615,0.5542857142857143,0.7342857142857143,350,1098.449966609478,0.0,3848.48974609375,4544.0,10.408354775994667
215,2.2326462268829346,0.6381578947368421,0.805921052631579,304,1103.2673842906952,0.0,3848.48974609375,4544.0,10.45183788400027
216,2.1423137187957764,0.6037735849056604,0.8270440251572327,318,1117.1588160991669,0.0,3848.48974609375,4544.0,10.496443064999767
